Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
csr_serial,0.236244,0.343379,0.579623,0,100,1,1,-1,1024,1024,1048576,0,0
csr_omp -t 1024x1024,0.269462,0.358252,0.627714,0,100,1,1,1,1024,1024,1048576,0,0
csr_omp -t 1024x1024,0.128899,0.328486,0.457385,0,100,1,1,2,1024,1024,1048576,0,0
csr_omp -t 1024x1024,0.066537,0.332585,0.399122,0,100,1,1,4,1024,1024,1048576,0,0
csr_omp -t 1024x1024,0.054725,0.334370,0.389095,0,100,1,1,8,1024,1024,1048576,0,0
csr_omp -t 1024x1024,0.061553,0.343277,0.404830,0,100,1,1,16,1024,1024,1048576,0,0
csr_omp -t 1024x1024,0.053725,0.330783,0.384508,0,100,1,1,32,1024,1024,1048576,0,0
ell_serial,0.233743,0.421425,0.655168,0,100,1,1,-1,1024,1024,1048576,1024,1024
ell_omp -t 1,0.259119,0.417680,0.676799,0,100,1,1,1,1024,1024,1048576,1024,1024
ell_omp -t 2,0.130894,0.410310,0.541204,0,100,1,1,2,1024,1024,1048576,1024,1024
ell_omp -t 4,0.066028,0.414325,0.480353,0,100,1,1,4,1024,1024,1048576,1024,1024
ell_omp -t 8,0.054722,0.423506,0.478228,0,100,1,1,8,1024,1024,1048576,1024,1024
ell_omp -t 16,0.062466,0.408407,0.470873,0,100,1,1,16,1024,1024,1048576,1024,1024
ell_omp -t 32,0.053748,0.438996,0.492745,0,100,1,1,32,1024,1024,1048576,1024,1024
