Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
csr_omp -t 1024x1024,0.269462,0.358252,0.627714,0,100,1,1,1,1024,1024,1048576,0,0
csr_omp -t 1024x1024,0.128899,0.328486,0.457385,0,100,1,1,2,1024,1024,1048576,0,0
csr_omp -t 1024x1024,0.066537,0.332585,0.399122,0,100,1,1,4,1024,1024,1048576,0,0
csr_omp -t 1024x1024,0.054725,0.334370,0.389095,0,100,1,1,8,1024,1024,1048576,0,0
csr_omp -t 1024x1024,0.061553,0.343277,0.404830,0,100,1,1,16,1024,1024,1048576,0,0
csr_omp -t 1024x1024,0.053725,0.330783,0.384508,0,100,1,1,32,1024,1024,1048576,0,0
bcsr_omp 1 x 1 -t 1,0.190732,1.073646,1.264378,6144,100,1,1,1,1024,1024,1048576,0,0
bcsr_omp 1 x 1 -t 2,0.094475,1.058631,1.153106,6144,100,1,1,2,1024,1024,1048576,0,0
bcsr_omp 1 x 1 -t 4,0.047784,1.060955,1.108739,6144,100,1,1,4,1024,1024,1048576,0,0
bcsr_omp 1 x 1 -t 8,0.039671,1.063512,1.103183,6144,100,1,1,8,1024,1024,1048576,0,0
bcsr_omp 1 x 1 -t 16,0.045520,1.059388,1.104908,6144,100,1,1,16,1024,1024,1048576,0,0
bcsr_omp 1 x 1 -t 32,0.037530,1.065285,1.102815,6144,100,1,1,32,1024,1024,1048576,0,0
bcsr_omp 2 x 2 -t 1,0.187124,0.845941,1.033065,6144,100,2,2,1,1024,1024,1048576,0,0
bcsr_omp 2 x 2 -t 2,0.093931,0.887478,0.981409,6144,100,2,2,2,1024,1024,1048576,0,0
bcsr_omp 2 x 2 -t 4,0.047327,0.846234,0.893561,6144,100,2,2,4,1024,1024,1048576,0,0
bcsr_omp 2 x 2 -t 8,0.039534,0.867361,0.906895,6144,100,2,2,8,1024,1024,1048576,0,0
bcsr_omp 2 x 2 -t 16,0.045626,0.850618,0.896244,6144,100,2,2,16,1024,1024,1048576,0,0
bcsr_omp 2 x 2 -t 32,0.041632,0.851423,0.893055,6144,100,2,2,32,1024,1024,1048576,0,0
bcsr_omp 4 x 4 -t 1,0.187111,0.791781,0.978893,6144,100,4,4,1,1024,1024,1048576,0,0
bcsr_omp 4 x 4 -t 2,0.095885,0.783540,0.879425,6144,100,4,4,2,1024,1024,1048576,0,0
bcsr_omp 4 x 4 -t 4,0.047537,0.867177,0.914714,6144,100,4,4,4,1024,1024,1048576,0,0
bcsr_omp 4 x 4 -t 8,0.039513,0.782950,0.822463,6144,100,4,4,8,1024,1024,1048576,0,0
bcsr_omp 4 x 4 -t 16,0.046142,0.787755,0.833897,6144,100,4,4,16,1024,1024,1048576,0,0
bcsr_omp 4 x 4 -t 32,0.040841,0.787846,0.828687,6144,100,4,4,32,1024,1024,1048576,0,0
bcsr_omp 8 x 8 -t 1,0.188054,0.775140,0.963194,6144,100,8,8,1,1024,1024,1048576,0,0
bcsr_omp 8 x 8 -t 2,0.094519,0.767856,0.862375,6144,100,8,8,2,1024,1024,1048576,0,0
bcsr_omp 8 x 8 -t 4,0.047706,0.781202,0.828908,6144,100,8,8,4,1024,1024,1048576,0,0
bcsr_omp 8 x 8 -t 8,0.039613,0.764944,0.804557,6144,100,8,8,8,1024,1024,1048576,0,0
bcsr_omp 8 x 8 -t 16,0.045445,0.769153,0.814598,6144,100,8,8,16,1024,1024,1048576,0,0
bcsr_omp 8 x 8 -t 32,0.036214,0.766643,0.802857,6144,100,8,8,32,1024,1024,1048576,0,0
bcsr_omp 16 x 16 -t 1,0.188389,0.779500,0.967889,6144,100,16,16,1,1024,1024,1048576,0,0
bcsr_omp 16 x 16 -t 2,0.095701,0.775429,0.871130,6144,100,16,16,2,1024,1024,1048576,0,0
bcsr_omp 16 x 16 -t 4,0.048182,0.783865,0.832047,6144,100,16,16,4,1024,1024,1048576,0,0
bcsr_omp 16 x 16 -t 8,0.039874,0.783566,0.823440,6144,100,16,16,8,1024,1024,1048576,0,0
bcsr_omp 16 x 16 -t 16,0.045669,0.800533,0.846202,6144,100,16,16,16,1024,1024,1048576,0,0
bcsr_omp 16 x 16 -t 32,0.037422,0.784902,0.822324,6144,100,16,16,32,1024,1024,1048576,0,0
bcsr_omp 32 x 32 -t 1,0.188225,0.788367,0.976592,6144,100,32,32,1,1024,1024,1048576,0,0
bcsr_omp 32 x 32 -t 2,0.094079,0.787597,0.881676,6144,100,32,32,2,1024,1024,1048576,0,0
bcsr_omp 32 x 32 -t 4,0.047997,0.800381,0.848378,6144,100,32,32,4,1024,1024,1048576,0,0
bcsr_omp 32 x 32 -t 8,0.039850,0.789623,0.829473,6144,100,32,32,8,1024,1024,1048576,0,0
bcsr_omp 32 x 32 -t 16,0.044731,0.785809,0.830540,6144,100,32,32,16,1024,1024,1048576,0,0
bcsr_omp 32 x 32 -t 32,0.038668,0.788664,0.827332,6144,100,32,32,32,1024,1024,1048576,0,0
