Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
coo_serial,0.219639,0.139517,0.359156,0,100,1,1,-1,1024,1024,524288,0,0
coo_omp -t 1024x512,0.029953,0.132635,0.162587,0,100,1,1,1,1024,1024,524288,0,0
coo_omp -t 1024x512,0.029907,0.128797,0.158704,0,100,1,1,2,1024,1024,524288,0,0
coo_omp -t 1024x512,0.030019,0.133329,0.163348,0,100,1,1,4,1024,1024,524288,0,0
coo_omp -t 1024x512,0.029992,0.139583,0.169575,0,100,1,1,8,1024,1024,524288,0,0
coo_omp -t 1024x512,0.029236,0.125964,0.155200,0,100,1,1,16,1024,1024,524288,0,0
coo_omp -t 1024x512,0.028241,0.122285,0.150526,0,100,1,1,32,1024,1024,524288,0,0
csr_serial,0.221216,0.119665,0.340881,0,100,1,1,-1,1024,1024,524288,0,0
csr_omp -t 1024x512,0.100657,0.125106,0.225762,0,100,1,1,1,1024,1024,524288,0,0
csr_omp -t 1024x512,0.056465,0.130247,0.186712,0,100,1,1,2,1024,1024,524288,0,0
csr_omp -t 1024x512,0.035554,0.139062,0.174616,0,100,1,1,4,1024,1024,524288,0,0
csr_omp -t 1024x512,0.039026,0.124299,0.163325,0,100,1,1,8,1024,1024,524288,0,0
csr_omp -t 1024x512,0.034900,0.124344,0.159244,0,100,1,1,16,1024,1024,524288,0,0
csr_omp -t 1024x512,0.033640,0.130670,0.164310,0,100,1,1,32,1024,1024,524288,0,0
ell_serial,0.222450,0.139071,0.361521,0,100,1,1,-1,1024,1024,524288,512,512
ell_omp -t 1,0.097645,0.143688,0.241334,0,100,1,1,1,1024,1024,524288,512,512
ell_omp -t 2,0.056931,0.152127,0.209058,0,100,1,1,2,1024,1024,524288,512,512
ell_omp -t 4,0.035996,0.144032,0.180028,0,100,1,1,4,1024,1024,524288,512,512
ell_omp -t 8,0.038938,0.143218,0.182156,0,100,1,1,8,1024,1024,524288,512,512
ell_omp -t 16,0.034952,0.154732,0.189684,0,100,1,1,16,1024,1024,524288,512,512
ell_omp -t 32,0.033429,0.143059,0.176488,0,100,1,1,32,1024,1024,524288,512,512
bcsr_serial 1 x 1,0.209744,0.404419,0.614163,1048576,100,1,1,-1,1024,1024,524288,0,0
bcsr_serial 2 x 2,0.462233,0.427577,0.889810,1048576,100,2,2,-1,1024,1024,524288,0,0
bcsr_serial 4 x 4,0.532490,0.381689,0.914179,1048576,100,4,4,-1,1024,1024,524288,0,0
bcsr_serial 8 x 8,0.532062,0.350575,0.882637,1048576,100,8,8,-1,1024,1024,524288,0,0
bcsr_serial 16 x 16,0.530684,0.347715,0.878399,1048576,100,16,16,-1,1024,1024,524288,0,0
bcsr_serial 32 x 32,0.531223,0.344182,0.875405,1048576,100,32,32,-1,1024,1024,524288,0,0
bcsr_omp 1 x 1 -t 1,0.052548,0.406085,0.458633,1048576,100,1,1,1,1024,1024,524288,0,0
bcsr_omp 1 x 1 -t 2,0.029436,0.394030,0.423466,1048576,100,1,1,2,1024,1024,524288,0,0
bcsr_omp 1 x 1 -t 4,0.018049,0.400425,0.418474,1048576,100,1,1,4,1024,1024,524288,0,0
bcsr_omp 1 x 1 -t 8,0.018535,0.395066,0.413601,1048576,100,1,1,8,1024,1024,524288,0,0
bcsr_omp 1 x 1 -t 16,0.017232,0.398243,0.415475,1048576,100,1,1,16,1024,1024,524288,0,0
bcsr_omp 1 x 1 -t 32,0.015627,0.396424,0.412051,1048576,100,1,1,32,1024,1024,524288,0,0
bcsr_omp 2 x 2 -t 1,0.114657,0.419186,0.533842,1048576,100,2,2,1,1024,1024,524288,0,0
bcsr_omp 2 x 2 -t 2,0.064747,0.424052,0.488799,1048576,100,2,2,2,1024,1024,524288,0,0
bcsr_omp 2 x 2 -t 4,0.041424,0.425820,0.467244,1048576,100,2,2,4,1024,1024,524288,0,0
bcsr_omp 2 x 2 -t 8,0.039756,0.417765,0.457521,1048576,100,2,2,8,1024,1024,524288,0,0
bcsr_omp 2 x 2 -t 16,0.035712,0.422641,0.458353,1048576,100,2,2,16,1024,1024,524288,0,0
bcsr_omp 2 x 2 -t 32,0.033756,0.422272,0.456028,1048576,100,2,2,32,1024,1024,524288,0,0
bcsr_omp 4 x 4 -t 1,0.130460,0.379496,0.509956,1048576,100,4,4,1,1024,1024,524288,0,0
bcsr_omp 4 x 4 -t 2,0.074159,0.384097,0.458256,1048576,100,4,4,2,1024,1024,524288,0,0
bcsr_omp 4 x 4 -t 4,0.047043,0.379554,0.426597,1048576,100,4,4,4,1024,1024,524288,0,0
bcsr_omp 4 x 4 -t 8,0.046042,0.377657,0.423699,1048576,100,4,4,8,1024,1024,524288,0,0
bcsr_omp 4 x 4 -t 16,0.040790,0.385775,0.426565,1048576,100,4,4,16,1024,1024,524288,0,0
bcsr_omp 4 x 4 -t 32,0.038979,0.397271,0.436250,1048576,100,4,4,32,1024,1024,524288,0,0
bcsr_omp 8 x 8 -t 1,0.132616,0.351261,0.483877,1048576,100,8,8,1,1024,1024,524288,0,0
bcsr_omp 8 x 8 -t 2,0.074917,0.353307,0.428224,1048576,100,8,8,2,1024,1024,524288,0,0
