Name,Avg Run Time (s),Format Time (s),Total Time (s),GFLOPS,Verification,Iters,Block Row,Block Col,K-Bound,Threads,FOP Count,Rows,Cols,NNZ,Max Cols,Avg Cols,Variance,Std Deviation
bcsr_omp_O2,0.021766,203.680443,203.702209,10337.409982,0,10,1,1,16,8,222372673670,46835,46835,2374001,145,50,772,27
bcsr_omp_collapse_O2,bcsr_omp_O2,0.020111,201.231426,201.251537,12077.580382,0,10,1,1,16,16,222372673670,46835,46835,2374001,145,50,772,27
bcsr_omp_collapse_O2,bcsr_omp_O2,0.018087,206.437928,206.456015,15346.229018,0,10,1,1,16,32,222372673670,46835,46835,2374001,145,50,772,27
bcsr_omp_collapse_O2,bcsr_omp_O2,0.037008,203.139345,203.176353,9100.197265,0,10,2,2,16,8,287196716160,46835,46835,2374001,145,50,772,27
bcsr_omp_collapse_O2,bcsr_omp_O2,0.024908,202.822641,202.847550,13371.021849,0,10,2,2,16,16,287196716160,46835,46835,2374001,145,50,772,27
bcsr_omp_collapse_O2,bcsr_omp_O2,0.011895,204.169765,204.181660,24933.775581,0,10,2,2,16,32,287196716160,46835,46835,2374001,145,50,772,27
bcsr_omp_collapse_O2,bcsr_omp_O2,0.025717,206.303657,206.329374,15912.598568,0,10,4,4,16,8,406688163040,46835,46835,2374001,145,50,772,27
bcsr_omp_collapse_O2,bcsr_omp_O2,0.024637,207.496619,207.521256,19176.235971,0,10,4,4,16,16,406688163040,46835,46835,2374001,145,50,772,27
bcsr_omp_collapse_O2,bcsr_omp_O2,0.014696,207.478053,207.492749,29480.454155,0,10,4,4,16,32,406688163040,46835,46835,2374001,145,50,772,27
bcsr_omp_collapse_O2,bcsr_omp_O2,0.058922,201.873626,201.932548,17977.798717,0,10,16,16,16,8,957694069760,46835,46835,2374001,145,50,772,27
bcsr_omp_collapse_O2,bcsr_omp_O2,0.031959,204.745302,204.777261,29996.301208,0,10,16,16,16,16,957694069760,46835,46835,2374001,145,50,772,27
bcsr_omp_collapse_O2,bcsr_omp_O2,0.028308,201.450088,201.478396,39149.452485,0,10,16,16,16,32,957694069760,46835,46835,2374001,145,50,772,27
bcsr_omp_collapse_O2,
