Name,-O,FLOPS,MFLOPS,GFLOPS,FOP Count,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,K-Bound,Threads,Rows,Cols,NNZ,NNZ*2,Max Cols,Avg Cols,Col Ratio,Variance,Std Deviation
COO cuSparse,O2,CUDA API failed at line 46 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
1748756.000000,1.748756,0.001749,1748756,1.000000,12.576555,13.576555,10300626063,10,1,1,101492,-1,101492,101492,874378,1748756,24,8,3.000000,14,3
