Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
coo_serial,0.003501,0.008311,0.011812,0,100,1,1,-1,512,512,16384,0,0
coo_omp -t 512x32,0.000551,0.005482,0.006033,0,100,1,1,1,512,512,16384,0,0
coo_omp -t 512x32,0.000730,0.006866,0.007596,0,100,1,1,2,512,512,16384,0,0
coo_omp -t 512x32,0.000677,0.007020,0.007697,0,100,1,1,4,512,512,16384,0,0
coo_omp -t 512x32,0.000721,0.006989,0.007710,0,100,1,1,8,512,512,16384,0,0
coo_omp -t 512x32,0.000560,0.006700,0.007260,0,100,1,1,16,512,512,16384,0,0
coo_omp -t 512x32,0.000563,0.007828,0.008391,0,100,1,1,32,512,512,16384,0,0
csr_serial,0.003949,0.006619,0.010568,0,100,1,1,-1,512,512,16384,0,0
csr_omp -t 512x32,0.001822,0.005079,0.006901,0,100,1,1,1,512,512,16384,0,0
csr_omp -t 512x32,0.001018,0.011896,0.012914,0,100,1,1,2,512,512,16384,0,0
csr_omp -t 512x32,0.000660,0.005349,0.006009,0,100,1,1,4,512,512,16384,0,0
csr_omp -t 512x32,0.000606,0.008505,0.009110,0,100,1,1,8,512,512,16384,0,0
csr_omp -t 512x32,0.000702,0.007221,0.007923,0,100,1,1,16,512,512,16384,0,0
csr_omp -t 512x32,0.000783,0.012984,0.013767,0,100,1,1,32,512,512,16384,0,0
ell_serial,0.003989,0.011218,0.015207,0,100,1,1,-1,512,512,16384,32,32
ell_omp -t 1,0.001859,0.006282,0.008141,0,100,1,1,1,512,512,16384,32,32
ell_omp -t 2,0.001002,0.007060,0.008062,0,100,1,1,2,512,512,16384,32,32
ell_omp -t 4,0.000619,0.009393,0.010012,0,100,1,1,4,512,512,16384,32,32
ell_omp -t 8,0.000586,0.007111,0.007697,0,100,1,1,8,512,512,16384,32,32
ell_omp -t 16,0.000735,0.007452,0.008187,0,100,1,1,16,512,512,16384,32,32
ell_omp -t 32,0.000633,0.010972,0.011605,0,100,1,1,32,512,512,16384,32,32
