Name,Avg Run Time (s),Format Time (s),Total Time (s),GFLOPS,Verification,Iters,Block Row,Block Col,K-Bound,Threads,FOP Count,Rows,Cols,NNZ,Max Cols,Avg Cols,Variance,Std Deviation
bcsr_omp_O2,0.042648,332.828700,332.871347,8994.170905,0,10,1,1,16,8,254165203134,62451,62451,2034917,40,32,54,7
bcsr_omp_collapse_O2,bcsr_transpose_omp_O2,80.604111,334.755073,415.359184,3.179445,0,10,1,1,16,8,254165203134,62451,62451,2034917,40,32,54,7
bcsr_transpose_omp_collapse_O2,bcsr_transpose_omp_omp_O2,16.238476,332.532919,348.771395,15.923304,0,10,1,1,16,8,254165203134,62451,62451,2034917,40,32,54,7
bcsr_omp_O2,0.011838,333.654505,333.666343,21691.483597,0,10,1,1,16,16,254165203134,62451,62451,2034917,40,32,54,7
bcsr_omp_collapse_O2,bcsr_transpose_omp_O2,79.903416,335.934841,415.838257,3.195393,0,10,1,1,16,16,254165203134,62451,62451,2034917,40,32,54,7
bcsr_transpose_omp_collapse_O2,bcsr_transpose_omp_omp_O2,12.903872,337.875968,350.779841,20.456361,0,10,1,1,16,16,254165203134,62451,62451,2034917,40,32,54,7
bcsr_omp_O2,0.007545,333.086001,333.093546,37508.370857,0,10,1,1,16,32,254165203134,62451,62451,2034917,40,32,54,7
bcsr_omp_collapse_O2,bcsr_transpose_omp_O2,79.190168,337.405716,416.595884,3.220801,0,10,1,1,16,32,254165203134,62451,62451,2034917,40,32,54,7
bcsr_transpose_omp_collapse_O2,bcsr_transpose_omp_omp_O2,8.556511,341.075254,349.631765,30.251252,0,10,1,1,16,32,254165203134,62451,62451,2034917,40,32,54,7
bcsr_omp_O2,0.048188,331.373481,331.421669,11486.107479,0,10,2,2,16,8,342384859656,62451,62451,2034917,40,32,54,7
bcsr_omp_collapse_O2,bcsr_transpose_omp_O2,80.559031,335.305533,415.864564,4.269985,0,10,2,2,16,8,342384859656,62451,62451,2034917,40,32,54,7
bcsr_transpose_omp_collapse_O2,bcsr_transpose_omp_omp_O2,16.224555,329.327560,345.552115,21.440137,0,10,2,2,16,8,342384859656,62451,62451,2034917,40,32,54,7
bcsr_omp_O2,0.012819,334.471923,334.484742,26969.467856,0,10,2,2,16,16,342384859656,62451,62451,2034917,40,32,54,7
bcsr_omp_collapse_O2,bcsr_transpose_omp_O2,83.763165,333.827398,417.590563,4.125804,0,10,2,2,16,16,342384859656,62451,62451,2034917,40,32,54,7
bcsr_transpose_omp_collapse_O2,bcsr_transpose_omp_omp_O2,11.953393,332.085600,344.038992,28.983589,0,10,2,2,16,16,342384859656,62451,62451,2034917,40,32,54,7
bcsr_omp_O2,0.023877,331.916617,331.940494,23721.880734,0,10,2,2,16,32,342384859656,62451,62451,2034917,40,32,54,7
bcsr_omp_collapse_O2,bcsr_transpose_omp_O2,79.557767,334.862990,414.420757,4.332622,0,10,2,2,16,32,342384859656,62451,62451,2034917,40,32,54,7
bcsr_transpose_omp_collapse_O2,bcsr_transpose_omp_omp_O2,8.845266,331.626511,340.471777,39.138023,0,10,2,2,16,32,342384859656,62451,62451,2034917,40,32,54,7
bcsr_omp_O2,0.041269,346.861948,346.903217,17132.176141,0,10,4,4,16,8,478122857568,62451,62451,2034917,40,32,54,7
bcsr_omp_collapse_O2,bcsr_transpose_omp_O2,84.262181,340.177556,424.439737,5.711337,0,10,4,4,16,8,478122857568,62451,62451,2034917,40,32,54,7
bcsr_transpose_omp_collapse_O2,bcsr_transpose_omp_omp_O2,17.878791,344.885653,362.764444,27.578820,0,10,4,4,16,8,478122857568,62451,62451,2034917,40,32,54,7
bcsr_omp_O2,0.015872,343.090543,343.106415,31003.441704,0,10,4,4,16,16,478122857568,62451,62451,2034917,40,32,54,7
bcsr_omp_collapse_O2,bcsr_transpose_omp_O2,77.106090,363.863992,440.970082,6.217542,0,10,4,4,16,16,478122857568,62451,62451,2034917,40,32,54,7
bcsr_transpose_omp_collapse_O2,bcsr_transpose_omp_omp_O2,12.170209,339.584746,351.754955,39.846499,0,10,4,4,16,16,478122857568,62451,62451,2034917,40,32,54,7
bcsr_omp_O2,0.025256,342.213684,342.238939,28042.682384,0,10,4,4,16,32,478122857568,62451,62451,2034917,40,32,54,7
bcsr_omp_collapse_O2,bcsr_transpose_omp_O2,
