Name,Avg Run Time (s),Format Time (s),Total Time (s),GFLOPS,Verification,Iters,Block Row,Block Col,Threads,FOP Count,Rows,Cols,NNZ,Max Cols,Avg Cols,Variance,Std Deviation
csr_serial,0.155094,0.197972,0.353066,6.923172,0,1,1,1,-1,1073741824,1024,1024,524288,512,512,0,0
csr_omp -t 1024x512,0.174544,0.195497,0.370041,6.151694,0,1,1,1,1,1073741824,1024,1024,524288,512,512,0,0
csr_omp -t 1024x512,0.094575,0.196541,0.291116,11.353317,0,1,1,1,2,1073741824,1024,1024,524288,512,512,0,0
csr_omp -t 1024x512,0.060190,0.196061,0.256251,17.839217,0,1,1,1,4,1073741824,1024,1024,524288,512,512,0,0
csr_omp -t 1024x512,0.036024,0.194392,0.230416,29.806411,0,1,1,1,8,1073741824,1024,1024,524288,512,512,0,0
csr_omp -t 1024x512,0.024109,0.198720,0.222829,44.537180,0,1,1,1,16,1073741824,1024,1024,524288,512,512,0,0
csr_omp -t 1024x512,0.032658,0.195726,0.228384,32.878270,0,1,1,1,32,1073741824,1024,1024,524288,512,512,0,0
csr_omp_gpu,0.335054,0.190370,0.525424,3.204681,0,1,1,1,-1,1073741824,1024,1024,524288,512,512,0,0
ell_serial,0.157427,0.237327,0.394754,6.820577,0,1,1,1,-1,1073741824,1024,1024,524288,512,512,0,0
ell_omp -t 1,0.207546,0.264933,0.472479,5.173513,0,1,1,1,1,1073741824,1024,1024,524288,512,512,0,0
ell_omp -t 2,0.100262,0.230090,0.330352,10.709368,0,1,1,1,2,1073741824,1024,1024,524288,512,512,0,0
ell_omp -t 4,0.060191,0.231263,0.291454,17.838864,0,1,1,1,4,1073741824,1024,1024,524288,512,512,0,0
ell_omp -t 8,0.037003,0.228337,0.265340,29.017665,0,1,1,1,8,1073741824,1024,1024,524288,512,512,0,0
ell_omp -t 16,0.024518,0.270719,0.295237,43.793998,0,1,1,1,16,1073741824,1024,1024,524288,512,512,0,0
ell_omp -t 32,0.024195,0.232949,0.257144,44.378310,0,1,1,1,32,1073741824,1024,1024,524288,512,512,0,0
ell_omp_gpu,0.319273,0.224029,0.543302,3.363084,0,1,1,1,-1,1073741824,1024,1024,524288,512,512,0,0
