Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
csr_omp -t 512x128,0.007604,0.016923,0.024527,512,100,1,1,1,512,512,65536,0,0
csr_omp -t 512x128,0.004056,0.017360,0.021416,512,100,1,1,2,512,512,65536,0,0
csr_omp -t 512x128,0.002560,0.019012,0.021572,512,100,1,1,4,512,512,65536,0,0
csr_omp -t 512x128,0.002345,0.017282,0.019627,512,100,1,1,8,512,512,65536,0,0
csr_omp -t 512x128,0.002343,0.016911,0.019254,512,100,1,1,16,512,512,65536,0,0
csr_omp -t 512x128,0.002259,0.017280,0.019538,512,100,1,1,32,512,512,65536,0,0
ell_omp -t 1,0.006819,0.018923,0.025742,512,100,1,1,1,512,512,65536,128,128
ell_omp -t 2,0.003940,0.020535,0.024475,512,100,1,1,2,512,512,65536,128,128
ell_omp -t 4,0.002444,0.025371,0.027816,512,100,1,1,4,512,512,65536,128,128
ell_omp -t 8,0.002325,0.024285,0.026610,512,100,1,1,8,512,512,65536,128,128
ell_omp -t 16,0.002369,0.024456,0.026825,512,100,1,1,16,512,512,65536,128,128
ell_omp -t 32,0.002360,0.025545,0.027905,512,100,1,1,32,512,512,65536,128,128
