Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
csr_serial,0.552327,0.729327,1.281654,0,1,1,1,-1,10974,10974,219812,0,0
csr_omp,0.583354,0.732943,1.316297,0,1,1,1,1,10974,10974,219812,0,0
csr_omp,0.352111,0.734255,1.086366,0,1,1,1,2,10974,10974,219812,0,0
csr_omp,0.245138,0.729062,0.974200,0,1,1,1,4,10974,10974,219812,0,0
csr_omp,0.313906,0.729359,1.043265,0,1,1,1,8,10974,10974,219812,0,0
csr_omp,0.519726,0.731736,1.251462,0,1,1,1,16,10974,10974,219812,0,0
csr_omp,0.510036,0.736225,1.246261,0,1,1,1,32,10974,10974,219812,0,0
ell_serial,2.718619,0.769046,3.487665,0,1,1,1,-1,10974,10974,219812,108,20
ell_omp,2.839092,0.767357,3.606449,0,1,1,1,1,10974,10974,219812,108,20
ell_omp,1.509735,0.768558,2.278293,0,1,1,1,2,10974,10974,219812,108,20
ell_omp,1.029582,0.768230,1.797812,0,1,1,1,4,10974,10974,219812,108,20
ell_omp,0.834908,0.772458,1.607366,0,1,1,1,8,10974,10974,219812,108,20
ell_omp,0.757336,0.767192,1.524528,0,1,1,1,16,10974,10974,219812,108,20
ell_omp,0.787522,0.758983,1.546505,0,1,1,1,32,10974,10974,219812,108,20
bcsr_serial,0.300959,6.396654,6.697613,0,1,1,1,-1,10974,10974,219812,0,0
bcsr_serial,0.356252,6.460858,6.817110,0,1,2,2,-1,10974,10974,219812,0,0
bcsr_serial,0.494545,6.632477,7.127022,0,1,4,4,-1,10974,10974,219812,0,0
bcsr_serial,0.787016,6.427139,7.214155,0,1,8,8,-1,10974,10974,219812,0,0
bcsr_serial,1.333185,6.406810,7.739995,0,1,16,16,-1,10974,10974,219812,0,0
bcsr_serial,2.358882,6.479955,8.838837,0,1,32,32,-1,10974,10974,219812,0,0
bcsr_omp,0.302952,6.435007,6.737959,0,1,1,1,1,10974,10974,219812,0,0
bcsr_omp,0.170859,6.419381,6.590240,0,1,1,1,2,10974,10974,219812,0,0
bcsr_omp,0.100868,6.413156,6.514024,0,1,1,1,4,10974,10974,219812,0,0
bcsr_omp,0.068803,6.718505,6.787308,0,1,1,1,8,10974,10974,219812,0,0
bcsr_omp,0.092032,6.602757,6.694789,0,1,1,1,16,10974,10974,219812,0,0
bcsr_omp,0.087487,6.602626,6.690113,0,1,1,1,32,10974,10974,219812,0,0
bcsr_omp,0.352125,6.458251,6.810376,0,1,2,2,1,10974,10974,219812,0,0
bcsr_omp,0.200941,6.300076,6.501017,0,1,2,2,2,10974,10974,219812,0,0
bcsr_omp,0.103764,6.633419,6.737183,0,1,2,2,4,10974,10974,219812,0,0
bcsr_omp,0.071096,6.342170,6.413266,0,1,2,2,8,10974,10974,219812,0,0
bcsr_omp,0.070823,6.342536,6.413359,0,1,2,2,16,10974,10974,219812,0,0
bcsr_omp,0.106550,6.495377,6.601927,0,1,2,2,32,10974,10974,219812,0,0
bcsr_omp,0.495098,6.561843,7.056941,0,1,4,4,1,10974,10974,219812,0,0
bcsr_omp,0.262375,6.658007,6.920382,0,1,4,4,2,10974,10974,219812,0,0
bcsr_omp,0.147455,6.688789,6.836244,0,1,4,4,4,10974,10974,219812,0,0
bcsr_omp,0.088137,6.593267,6.681404,0,1,4,4,8,10974,10974,219812,0,0
bcsr_omp,0.076527,6.529813,6.606340,0,1,4,4,16,10974,10974,219812,0,0
bcsr_omp,0.104988,6.547149,6.652137,0,1,4,4,32,10974,10974,219812,0,0
bcsr_omp,0.775744,6.502518,7.278262,0,1,8,8,1,10974,10974,219812,0,0
bcsr_omp,0.397700,6.391603,6.789303,0,1,8,8,2,10974,10974,219812,0,0
bcsr_omp,0.214279,6.390293,6.604572,0,1,8,8,4,10974,10974,219812,0,0
bcsr_omp,0.112696,6.435509,6.548205,0,1,8,8,8,10974,10974,219812,0,0
bcsr_omp,0.117859,6.598899,6.716758,0,1,8,8,16,10974,10974,219812,0,0
bcsr_omp,0.175366,6.404400,6.579766,0,1,8,8,32,10974,10974,219812,0,0
bcsr_omp,1.406074,6.483111,7.889185,0,1,16,16,1,10974,10974,219812,0,0
bcsr_omp,0.675182,6.522806,7.197988,0,1,16,16,2,10974,10974,219812,0,0
bcsr_omp,0.409776,6.414571,6.824347,0,1,16,16,4,10974,10974,219812,0,0
bcsr_omp,0.193770,6.410895,6.604665,0,1,16,16,8,10974,10974,219812,0,0
bcsr_omp,0.211515,6.410442,6.621957,0,1,16,16,16,10974,10974,219812,0,0
bcsr_omp,0.278390,6.356272,6.634662,0,1,16,16,32,10974,10974,219812,0,0
bcsr_omp,2.336546,6.359366,8.695912,0,1,32,32,1,10974,10974,219812,0,0
bcsr_omp,1.192739,6.278931,7.471670,0,1,32,32,2,10974,10974,219812,0,0
bcsr_omp,0.674824,6.320261,6.995085,0,1,32,32,4,10974,10974,219812,0,0
bcsr_omp,0.357121,6.343719,6.700840,0,1,32,32,8,10974,10974,219812,0,0
bcsr_omp,0.376288,6.282906,6.659194,0,1,32,32,16,10974,10974,219812,0,0
bcsr_omp,0.361626,6.304829,6.666455,0,1,32,32,32,10974,10974,219812,0,0
