,Name,-O,FLOPS,MFLOPS,GFLOPS,FOP Count,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,K-Bound,Threads,Rows,Cols,NNZ,NNZ*2,Max Cols,Avg Cols,Col Ratio,Variance,Std Deviation
0,BCSR Serial,O2,82298956.654271,82.298957,0.082299,85886,0.001048,0.084636,0.085684,0,10,2,2,16,-1,2003,2003,42943,85886,84,21,4.0,197,14
1,BCSR Serial,O2,59906227.574435,59.906228,0.059906,85886,0.001439,0.064755,0.066194,0,10,4,4,16,-1,2003,2003,42943,85886,84,21,4.0,197,14
2,BCSR Serial,O2,27868571.893363,27.868572,0.027869,85886,0.003107,0.094704,0.097811,0,10,16,16,16,-1,2003,2003,42943,85886,84,21,4.0,197,14
3,BCSR Serial,O2,42498273.802112,42.498274,0.042498,85886,0.002031,0.052994,0.055025,0,10,2,2,64,-1,2003,2003,42943,85886,84,21,4.0,197,14
4,BCSR Serial,O2,42515611.997665,42.515612,0.042516,85886,0.002028,0.028356,0.030383,0,10,4,4,64,-1,2003,2003,42943,85886,84,21,4.0,197,14
5,BCSR Serial,O2,14810501.246011,14.810501,0.014811,85886,0.00588,0.052563,0.058443,0,10,16,16,64,-1,2003,2003,42943,85886,84,21,4.0,197,14
6,BCSR Serial,O2,23645211.785453,23.645212,0.023645,85886,0.003671,0.063796,0.067467,0,10,2,2,128,-1,2003,2003,42943,85886,84,21,4.0,197,14
7,BCSR Serial,O2,16497532.123286,16.497532,0.016498,85886,0.005297,0.063017,0.068315,0,10,4,4,128,-1,2003,2003,42943,85886,84,21,4.0,197,14
8,BCSR Serial,O2,8611140.142888,8.61114,0.008611,85886,0.010247,0.054604,0.064851,0,10,16,16,128,-1,2003,2003,42943,85886,84,21,4.0,197,14
9,BCSR Serial,O2,1448090101.853186,1448.090102,1.44809,1374176,0.000953,0.083572,0.084525,0,10,2,2,16,-1,2003,2003,42943,85886,84,21,4.0,197,14
10,BCSR Serial,O2,605003494.672165,605.003495,0.605003,1374176,0.002282,0.084798,0.08708,0,10,16,16,16,-1,2003,2003,42943,85886,84,21,4.0,197,14
11,BCSR Serial,O2,2502061230.28298,2502.06123,2.502061,5496704,0.002214,0.092897,0.095111,0,10,2,2,64,-1,2003,2003,42943,85886,84,21,4.0,197,14
12,BCSR Serial,O2,947349492.03567,947.349492,0.947349,5496704,0.005921,0.068399,0.07432,0,10,16,16,64,-1,2003,2003,42943,85886,84,21,4.0,197,14
13,BCSR Serial,O2,3259505222.960796,3259.505223,3.259505,10993408,0.003404,0.073985,0.077389,0,10,2,2,128,-1,2003,2003,42943,85886,84,21,4.0,197,14
14,BCSR Serial,O2,1172262699.707742,1172.2627,1.172263,10993408,0.00963,0.058766,0.068396,0,10,16,16,128,-1,2003,2003,42943,85886,84,21,4.0,197,14
