Name,Avg Run Time (s),Format Time (s),Total Time (s),GFLOPS,Verification,Iters,Block Row,Block Col,Threads,FOP Count,Rows,Cols,NNZ,Max Cols,Avg Cols,Variance,Std Deviation
csr_omp -t 1024x1024,0.365916,0.418175,0.784091,5.868788,0,1,1,1,1,2147483648,1024,1024,1048576,1024,1024,0,0
csr_omp -t 1024x1024,0.197277,0.376846,0.574123,10.885635,0,1,1,1,2,2147483648,1024,1024,1048576,1024,1024,0,0
csr_omp -t 1024x1024,0.097963,0.380496,0.478459,21.921354,0,1,1,1,4,2147483648,1024,1024,1048576,1024,1024,0,0
csr_omp -t 1024x1024,0.059579,0.374675,0.434254,36.044368,0,1,1,1,8,2147483648,1024,1024,1048576,1024,1024,0,0
csr_omp -t 1024x1024,0.035940,0.376894,0.412834,59.751627,0,1,1,1,16,2147483648,1024,1024,1048576,1024,1024,0,0
csr_omp -t 1024x1024,0.034801,0.376672,0.411473,61.707516,0,1,1,1,32,2147483648,1024,1024,1048576,1024,1024,0,0
csr_omp_gpu,0.558005,0.373971,0.931976,3.848504,0,1,1,1,-1,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 1 x 1 -t 1,0.194877,1.199508,1.394385,11.019693,6144,1,1,1,1,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 1 x 1 -t 2,0.113303,1.201201,1.314504,18.953467,6144,1,1,1,2,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 1 x 1 -t 4,0.066533,1.220008,1.286541,32.276927,6144,1,1,1,4,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 1 x 1 -t 8,0.038063,1.196508,1.234571,56.419117,6144,1,1,1,8,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 1 x 1 -t 16,0.023814,1.197853,1.221667,90.177500,6144,1,1,1,16,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 1 x 1 -t 32,0.035723,1.201266,1.236989,60.114923,6144,1,1,1,32,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 2 x 2 -t 1,0.160208,0.957041,1.117249,13.404348,6144,1,2,2,1,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 2 x 2 -t 2,0.118208,0.953564,1.071772,18.167001,6144,1,2,2,2,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 2 x 2 -t 4,0.063235,0.958251,1.021486,33.960341,6144,1,2,2,4,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 2 x 2 -t 8,0.036079,0.951889,0.987968,59.521822,6144,1,2,2,8,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 2 x 2 -t 16,0.024821,0.953144,0.977965,86.518671,6144,1,2,2,16,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 2 x 2 -t 32,0.031401,0.956467,0.987868,68.389197,6144,1,2,2,32,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 4 x 4 -t 1,0.159739,0.889493,1.049232,13.443701,6144,1,4,4,1,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 4 x 4 -t 2,0.111926,0.891284,1.003210,19.186665,6144,1,4,4,2,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 4 x 4 -t 4,0.062518,0.887963,0.950481,34.349911,6144,1,4,4,4,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 4 x 4 -t 8,0.036199,0.887647,0.923846,59.324239,6144,1,4,4,8,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 4 x 4 -t 16,0.024123,0.888328,0.912451,89.021538,6144,1,4,4,16,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 4 x 4 -t 32,0.028072,0.890071,0.918143,76.499459,6144,1,4,4,32,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 8 x 8 -t 1,0.158482,0.871076,1.029558,13.550346,6144,1,8,8,1,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 8 x 8 -t 2,0.106976,0.868232,0.975208,20.074437,6144,1,8,8,2,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 8 x 8 -t 4,0.064255,0.872793,0.937048,33.421270,6144,1,8,8,4,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 8 x 8 -t 8,0.038237,0.869846,0.908083,56.162312,6144,1,8,8,8,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 8 x 8 -t 16,0.023613,0.866307,0.889920,90.944147,6144,1,8,8,16,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 8 x 8 -t 32,0.024287,0.871616,0.895903,88.420301,6144,1,8,8,32,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 16 x 16 -t 1,0.160063,0.863613,1.023676,13.416508,6144,1,16,16,1,2147483648,1024,1024,1048576,1024,1024,0,0
bcsr_omp 16 x 16 -t 2,0.113873,0.925498,1.039371,18.858624,6144,1,16,16,2,2147483648,1024,1024,1048576,1024,1024,0,0
