Name,Avg Run Time (s),Format Time (s),Total Time (s),GFLOPS,Verification,Iters,Block Row,Block Col,Threads,FOP Count,Rows,Cols,NNZ,Max Cols,Avg Cols,Variance,Std Deviation
csr_serial,0.328042,0.369555,0.697597,6.546367,0,1,1,1,-1,2147483648,1024,1024,1048576,1024,1024,0,0
csr_omp -t 1024x1024,0.365916,0.418175,0.784091,5.868788,0,1,1,1,1,2147483648,1024,1024,1048576,1024,1024,0,0
csr_omp -t 1024x1024,0.197277,0.376846,0.574123,10.885635,0,1,1,1,2,2147483648,1024,1024,1048576,1024,1024,0,0
csr_omp -t 1024x1024,0.097963,0.380496,0.478459,21.921354,0,1,1,1,4,2147483648,1024,1024,1048576,1024,1024,0,0
csr_omp -t 1024x1024,0.059579,0.374675,0.434254,36.044368,0,1,1,1,8,2147483648,1024,1024,1048576,1024,1024,0,0
csr_omp -t 1024x1024,0.035940,0.376894,0.412834,59.751627,0,1,1,1,16,2147483648,1024,1024,1048576,1024,1024,0,0
csr_omp -t 1024x1024,0.034801,0.376672,0.411473,61.707516,0,1,1,1,32,2147483648,1024,1024,1048576,1024,1024,0,0
csr_omp_gpu,0.558005,0.373971,0.931976,3.848504,0,1,1,1,-1,2147483648,1024,1024,1048576,1024,1024,0,0
ell_serial,0.331065,0.489616,0.820681,6.486593,0,1,1,1,-1,2147483648,1024,1024,1048576,1024,1024,0,0
ell_omp -t 1,0.363967,0.447006,0.810973,5.900216,0,1,1,1,1,2147483648,1024,1024,1048576,1024,1024,0,0
ell_omp -t 2,0.193425,0.444940,0.638365,11.102413,0,1,1,1,2,2147483648,1024,1024,1048576,1024,1024,0,0
ell_omp -t 4,0.099191,0.449776,0.548967,21.649996,0,1,1,1,4,2147483648,1024,1024,1048576,1024,1024,0,0
ell_omp -t 8,0.060862,0.445086,0.505948,35.284437,0,1,1,1,8,2147483648,1024,1024,1048576,1024,1024,0,0
ell_omp -t 16,0.036560,0.449188,0.485748,58.738518,0,1,1,1,16,2147483648,1024,1024,1048576,1024,1024,0,0
ell_omp -t 32,0.032416,0.446257,0.478673,66.247917,0,1,1,1,32,2147483648,1024,1024,1048576,1024,1024,0,0
ell_omp_gpu,0.463875,0.436170,0.900045,4.629444,0,1,1,1,-1,2147483648,1024,1024,1048576,1024,1024,0,0
