Name,-O,FLOPS,MFLOPS,GFLOPS,FOP Count,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,K-Bound,Threads,Rows,Cols,NNZ,NNZ*2,Max Cols,Avg Cols,Col Ratio,Variance,Std Deviation
COO cuSparse,O2,CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
CUDA API failed at line 45 with error: out of memory (2)
17033000.000000,17.033000,0.017033,17033000,1.000000,18.938825,19.938825,13492680964,10,1,1,116158,-1,116158,116158,8516500,17033000,3263,73,44.000000,176054,419
