Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
csr_omp -t 512x16,0.001296,0.010422,0.011718,0,100,1,1,1,512,512,8192,0,0
csr_omp -t 512x16,0.000769,0.007449,0.008218,0,100,1,1,2,512,512,8192,0,0
csr_omp -t 512x16,0.000443,0.005477,0.005920,0,100,1,1,4,512,512,8192,0,0
csr_omp -t 512x16,0.000367,0.010218,0.010585,0,100,1,1,8,512,512,8192,0,0
csr_omp -t 512x16,0.000804,0.004819,0.005623,0,100,1,1,16,512,512,8192,0,0
csr_omp -t 512x16,0.001120,0.005048,0.006168,0,100,1,1,32,512,512,8192,0,0
bcsr_omp 1 x 1 -t 1,0.000901,0.025659,0.026561,56320,100,1,1,1,512,512,8192,0,0
bcsr_omp 1 x 1 -t 2,0.000507,0.023487,0.023994,56320,100,1,1,2,512,512,8192,0,0
bcsr_omp 1 x 1 -t 4,0.000317,0.022235,0.022552,56320,100,1,1,4,512,512,8192,0,0
bcsr_omp 1 x 1 -t 8,0.000188,0.020162,0.020350,56320,100,1,1,8,512,512,8192,0,0
bcsr_omp 1 x 1 -t 16,0.000502,0.021825,0.022327,56320,100,1,1,16,512,512,8192,0,0
bcsr_omp 1 x 1 -t 32,0.000716,0.020864,0.021580,56320,100,1,1,32,512,512,8192,0,0
bcsr_omp 2 x 2 -t 1,0.003195,0.020138,0.023333,56320,100,2,2,1,512,512,8192,0,0
bcsr_omp 2 x 2 -t 2,0.001595,0.021059,0.022654,56320,100,2,2,2,512,512,8192,0,0
bcsr_omp 2 x 2 -t 4,0.000893,0.021076,0.021969,56320,100,2,2,4,512,512,8192,0,0
bcsr_omp 2 x 2 -t 8,0.000700,0.023687,0.024387,56320,100,2,2,8,512,512,8192,0,0
bcsr_omp 2 x 2 -t 16,0.000791,0.019149,0.019940,56320,100,2,2,16,512,512,8192,0,0
bcsr_omp 2 x 2 -t 32,0.001318,0.021738,0.023056,56320,100,2,2,32,512,512,8192,0,0
bcsr_omp 4 x 4 -t 1,0.009209,0.022396,0.031605,56320,100,4,4,1,512,512,8192,0,0
bcsr_omp 4 x 4 -t 2,0.004787,0.021796,0.026583,56320,100,4,4,2,512,512,8192,0,0
bcsr_omp 4 x 4 -t 4,0.002464,0.022930,0.025394,56320,100,4,4,4,512,512,8192,0,0
bcsr_omp 4 x 4 -t 8,0.002024,0.025289,0.027313,56320,100,4,4,8,512,512,8192,0,0
bcsr_omp 4 x 4 -t 16,0.002317,0.025780,0.028097,56320,100,4,4,16,512,512,8192,0,0
bcsr_omp 4 x 4 -t 32,0.003248,0.022145,0.025393,56320,100,4,4,32,512,512,8192,0,0
bcsr_omp 8 x 8 -t 1,0.020437,0.029017,0.049454,56320,100,8,8,1,512,512,8192,0,0
bcsr_omp 8 x 8 -t 2,0.010344,0.025941,0.036285,56320,100,8,8,2,512,512,8192,0,0
bcsr_omp 8 x 8 -t 4,0.005335,0.025865,0.031200,56320,100,8,8,4,512,512,8192,0,0
bcsr_omp 8 x 8 -t 8,0.004402,0.024531,0.028933,56320,100,8,8,8,512,512,8192,0,0
bcsr_omp 8 x 8 -t 16,0.005191,0.023683,0.028874,56320,100,8,8,16,512,512,8192,0,0
bcsr_omp 8 x 8 -t 32,0.005856,0.025024,0.030880,56320,100,8,8,32,512,512,8192,0,0
bcsr_omp 16 x 16 -t 1,0.023677,0.022709,0.046385,56320,100,16,16,1,512,512,8192,0,0
bcsr_omp 16 x 16 -t 2,0.012013,0.021011,0.033024,56320,100,16,16,2,512,512,8192,0,0
bcsr_omp 16 x 16 -t 4,0.006055,0.034516,0.040571,56320,100,16,16,4,512,512,8192,0,0
bcsr_omp 16 x 16 -t 8,0.005023,0.022177,0.027200,56320,100,16,16,8,512,512,8192,0,0
bcsr_omp 16 x 16 -t 16,0.006234,0.021272,0.027506,56320,100,16,16,16,512,512,8192,0,0
bcsr_omp 16 x 16 -t 32,0.006183,0.022964,0.029147,56320,100,16,16,32,512,512,8192,0,0
bcsr_omp 32 x 32 -t 1,0.023370,0.022275,0.045646,56320,100,32,32,1,512,512,8192,0,0
bcsr_omp 32 x 32 -t 2,0.011920,0.020865,0.032785,56320,100,32,32,2,512,512,8192,0,0
bcsr_omp 32 x 32 -t 4,0.006119,0.021334,0.027453,56320,100,32,32,4,512,512,8192,0,0
bcsr_omp 32 x 32 -t 8,0.005010,0.022315,0.027325,56320,100,32,32,8,512,512,8192,0,0
bcsr_omp 32 x 32 -t 16,0.005675,0.021349,0.027024,56320,100,32,32,16,512,512,8192,0,0
bcsr_omp 32 x 32 -t 32,0.010001,0.027649,0.037650,56320,100,32,32,32,512,512,8192,0,0
