Name,Avg Run Time (s),Format Time (s),Total Time (s),GFLOPS,Verification,Iters,Block Row,Block Col,Threads,FOP Count,Rows,Cols,NNZ,Max Cols,Avg Cols,Variance,Std Deviation
csr_serial,0.001569,0.013766,0.015335,5.350786,0,10,1,1,-1,8388608,512,512,8192,16,16,0,0
csr_omp -t 512x16,0.002104,0.010624,0.012728,4.535687,0,10,1,1,1,8388608,512,512,8192,16,16,0,0
csr_omp -t 512x16,0.001614,0.011241,0.012855,6.808495,0,10,1,1,2,8388608,512,512,8192,16,16,0,0
csr_omp -t 512x16,0.001282,0.009786,0.011068,8.807782,0,10,1,1,4,8388608,512,512,8192,16,16,0,0
csr_omp -t 512x16,0.000862,0.008912,0.009775,16.659457,0,10,1,1,8,8388608,512,512,8192,16,16,0,0
csr_omp -t 512x16,0.000685,0.008337,0.009022,31.914507,0,10,1,1,16,8388608,512,512,8192,16,16,0,0
csr_omp -t 512x16,0.001928,0.012260,0.014188,23.004817,0,10,1,1,32,8388608,512,512,8192,16,16,0,0
csr_omp_gpu,0.013688,0.005622,0.019310,1.324375,0,10,1,1,-1,8388608,512,512,8192,16,16,0,0
bcsr_serial 1 x 1,0.001046,0.032189,0.033236,7.876935,64512,10,1,1,-1,8240128,512,512,8192,16,16,0,0
bcsr_serial 2 x 2,0.002254,0.026027,0.028281,13.982807,64512,10,2,2,-1,31506432,512,512,8192,16,16,0,0
bcsr_serial 4 x 4,0.010469,0.037794,0.048263,10.114463,64512,10,4,4,-1,105889792,512,512,8192,16,16,0,0
bcsr_serial 8 x 8,0.015696,0.030238,0.045934,14.790661,64512,10,8,8,-1,232128512,512,512,8192,16,16,0,0
bcsr_serial 16 x 16,0.024574,0.036068,0.060642,11.175567,64512,10,16,16,-1,268435456,512,512,8192,16,16,0,0
bcsr_serial 32 x 32,0.017782,0.019510,0.037292,15.095570,64512,10,32,32,-1,268435456,512,512,8192,16,16,0,0
bcsr_omp 1 x 1 -t 1,0.002029,0.024823,0.026852,5.527432,64512,10,1,1,1,8240128,512,512,8192,16,16,0,0
bcsr_omp 1 x 1 -t 2,0.001359,0.025658,0.027017,8.507721,64512,10,1,1,2,8240128,512,512,8192,16,16,0,0
bcsr_omp 1 x 1 -t 4,0.000931,0.022650,0.023581,13.777133,64512,10,1,1,4,8240128,512,512,8192,16,16,0,0
bcsr_omp 1 x 1 -t 8,0.000672,0.022602,0.023274,26.484307,64512,10,1,1,8,8240128,512,512,8192,16,16,0,0
bcsr_omp 1 x 1 -t 16,0.000583,0.023446,0.024029,47.294698,64512,10,1,1,16,8240128,512,512,8192,16,16,0,0
bcsr_omp 1 x 1 -t 32,0.001481,0.032764,0.034245,37.518923,64512,10,1,1,32,8240128,512,512,8192,16,16,0,0
bcsr_omp 2 x 2 -t 1,0.004074,0.019595,0.023668,8.097462,64512,10,2,2,1,31506432,512,512,8192,16,16,0,0
bcsr_omp 2 x 2 -t 2,0.002770,0.023301,0.026072,13.881165,64512,10,2,2,2,31506432,512,512,8192,16,16,0,0
bcsr_omp 2 x 2 -t 4,0.001967,0.023937,0.025904,21.245010,64512,10,2,2,4,31506432,512,512,8192,16,16,0,0
bcsr_omp 2 x 2 -t 8,0.001340,0.023444,0.024784,31.183037,64512,10,2,2,8,31506432,512,512,8192,16,16,0,0
bcsr_omp 2 x 2 -t 16,0.000924,0.024002,0.024927,56.727531,64512,10,2,2,16,31506432,512,512,8192,16,16,0,0
bcsr_omp 2 x 2 -t 32,0.001750,0.033154,0.034904,61.952654,64512,10,2,2,32,31506432,512,512,8192,16,16,0,0
bcsr_omp 4 x 4 -t 1,0.012093,0.032576,0.044669,8.915901,64512,10,4,4,1,105889792,512,512,8192,16,16,0,0
bcsr_omp 4 x 4 -t 2,0.006843,0.029528,0.036371,16.924056,64512,10,4,4,2,105889792,512,512,8192,16,16,0,0
bcsr_omp 4 x 4 -t 4,0.004032,0.028296,0.032328,30.789673,64512,10,4,4,4,105889792,512,512,8192,16,16,0,0
bcsr_omp 4 x 4 -t 8,0.002529,0.029014,0.031543,52.920025,64512,10,4,4,8,105889792,512,512,8192,16,16,0,0
bcsr_omp 4 x 4 -t 16,0.001742,0.026693,0.028434,82.887942,64512,10,4,4,16,105889792,512,512,8192,16,16,0,0
bcsr_omp 4 x 4 -t 32,0.003966,0.038952,0.042919,82.257398,64512,10,4,4,32,105889792,512,512,8192,16,16,0,0
bcsr_omp 8 x 8 -t 1,0.025574,0.025199,0.050774,9.168630,64512,10,8,8,1,232128512,512,512,8192,16,16,0,0
bcsr_omp 8 x 8 -t 2,0.013386,0.032530,0.045916,17.903547,64512,10,8,8,2,232128512,512,512,8192,16,16,0,0
bcsr_omp 8 x 8 -t 4,0.007209,0.030675,0.037884,34.489809,64512,10,8,8,4,232128512,512,512,8192,16,16,0,0
bcsr_omp 8 x 8 -t 8,0.004163,0.032312,0.036475,65.551043,64512,10,8,8,8,232128512,512,512,8192,16,16,0,0
bcsr_omp 8 x 8 -t 16,0.002642,0.032678,0.035320,115.612569,64512,10,8,8,16,232128512,512,512,8192,16,16,0,0
bcsr_omp 8 x 8 -t 32,0.002767,0.040783,0.043550,170.946505,64512,10,8,8,32,232128512,512,512,8192,16,16,0,0
bcsr_omp 16 x 16 -t 1,0.029262,0.033271,0.062533,9.233324,64512,10,16,16,1,268435456,512,512,8192,16,16,0,0
bcsr_omp 16 x 16 -t 2,0.015270,0.028967,0.044237,18.081858,64512,10,16,16,2,268435456,512,512,8192,16,16,0,0
bcsr_omp 16 x 16 -t 4,0.008181,0.037440,0.045621,35.509534,64512,10,16,16,4,268435456,512,512,8192,16,16,0,0
bcsr_omp 16 x 16 -t 8,0.004590,0.034503,0.039093,67.715081,64512,10,16,16,8,268435456,512,512,8192,16,16,0,0
bcsr_omp 16 x 16 -t 16,0.002778,0.036676,0.039453,124.990786,64512,10,16,16,16,268435456,512,512,8192,16,16,0,0
bcsr_omp 16 x 16 -t 32,0.003699,0.036593,0.040292,101.237758,64512,10,16,16,32,268435456,512,512,8192,16,16,0,0
bcsr_omp 32 x 32 -t 1,0.020262,0.029822,0.050084,13.517124,64512,10,32,32,1,268435456,512,512,8192,16,16,0,0
bcsr_omp 32 x 32 -t 2,0.015177,0.034975,0.050152,18.155391,64512,10,32,32,2,268435456,512,512,8192,16,16,0,0
bcsr_omp 32 x 32 -t 4,0.007986,0.034711,0.042697,35.663562,64512,10,32,32,4,268435456,512,512,8192,16,16,0,0
bcsr_omp 32 x 32 -t 8,0.004645,0.033017,0.037662,67.001071,64512,10,32,32,8,268435456,512,512,8192,16,16,0,0
bcsr_omp 32 x 32 -t 16,0.002911,0.034921,0.037832,120.089303,64512,10,32,32,16,268435456,512,512,8192,16,16,0,0
bcsr_omp 32 x 32 -t 32,0.003630,0.035126,0.038756,110.728222,64512,10,32,32,32,268435456,512,512,8192,16,16,0,0
bcsr_omp_gpu 1 x 1,0.018642,0.028265,0.046907,1.136043,64512,10,1,1,-1,8240128,512,512,8192,16,16,0,0
bcsr_omp_gpu 2 x 2,0.037809,0.029716,0.067525,1.062939,64512,10,2,2,-1,31506432,512,512,8192,16,16,0,0
bcsr_omp_gpu 4 x 4,0.175177,0.033636,0.208813,0.617120,64512,10,4,4,-1,105889792,512,512,8192,16,16,0,0
bcsr_omp_gpu 8 x 8,0.437481,0.037094,0.474575,0.532755,64512,10,8,8,-1,232128512,512,512,8192,16,16,0,0
bcsr_omp_gpu 16 x 16,0.756064,0.033523,0.789587,0.355550,64512,10,16,16,-1,268435456,512,512,8192,16,16,0,0
bcsr_omp_gpu 32 x 32,1.251131,0.031692,1.282823,0.214671,64512,10,32,32,-1,268435456,512,512,8192,16,16,0,0
