Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
csr_serial,0.002001,0.004064,0.006065,0,100,1,1,-1,512,512,8192,0,0
csr_omp -t 512x16,0.001006,0.003319,0.004325,0,100,1,1,1,512,512,8192,0,0
csr_omp -t 512x16,0.000564,0.003434,0.003999,0,100,1,1,2,512,512,8192,0,0
csr_omp -t 512x16,0.000428,0.004203,0.004631,0,100,1,1,4,512,512,8192,0,0
csr_omp -t 512x16,0.000326,0.003966,0.004292,0,100,1,1,8,512,512,8192,0,0
csr_omp -t 512x16,0.000401,0.004046,0.004447,0,100,1,1,16,512,512,8192,0,0
csr_omp -t 512x16,0.000520,0.005871,0.006391,0,100,1,1,32,512,512,8192,0,0
ell_serial,0.002009,0.004437,0.006446,0,100,1,1,-1,512,512,8192,16,16
ell_omp -t 1,0.000958,0.003875,0.004833,0,100,1,1,1,512,512,8192,16,16
ell_omp -t 2,0.000598,0.004275,0.004873,0,100,1,1,2,512,512,8192,16,16
ell_omp -t 4,0.000363,0.005277,0.005640,0,100,1,1,4,512,512,8192,16,16
ell_omp -t 8,0.000328,0.004509,0.004837,0,100,1,1,8,512,512,8192,16,16
ell_omp -t 16,0.000415,0.004871,0.005286,0,100,1,1,16,512,512,8192,16,16
ell_omp -t 32,0.000434,0.004418,0.004852,0,100,1,1,32,512,512,8192,16,16
