Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
csr_serial,0.005431,0.025025,0.030456,0,100,1,1,-1,1024,1024,16384,0,0
csr_omp -t 1024x16,0.005955,0.016081,0.022037,0,100,1,1,1,1024,1024,16384,0,0
csr_omp -t 1024x16,0.003032,0.014349,0.017381,0,100,1,1,2,1024,1024,16384,0,0
csr_omp -t 1024x16,0.001623,0.018582,0.020205,0,100,1,1,4,1024,1024,16384,0,0
csr_omp -t 1024x16,0.001480,0.016611,0.018091,0,100,1,1,8,1024,1024,16384,0,0
csr_omp -t 1024x16,0.001893,0.013705,0.015598,0,100,1,1,16,1024,1024,16384,0,0
csr_omp -t 1024x16,0.001885,0.014557,0.016442,0,100,1,1,32,1024,1024,16384,0,0
ell_serial,0.005443,0.017093,0.022536,0,100,1,1,-1,1024,1024,16384,16,16
ell_omp -t 1,0.005892,0.019644,0.025536,0,100,1,1,1,1024,1024,16384,16,16
ell_omp -t 2,0.003199,0.022568,0.025767,0,100,1,1,2,1024,1024,16384,16,16
ell_omp -t 4,0.001603,0.015247,0.016850,0,100,1,1,4,1024,1024,16384,16,16
ell_omp -t 8,0.001470,0.025101,0.026571,0,100,1,1,8,1024,1024,16384,16,16
ell_omp -t 16,0.001585,0.020642,0.022227,0,100,1,1,16,1024,1024,16384,16,16
ell_omp -t 32,0.001747,0.016376,0.018123,0,100,1,1,32,1024,1024,16384,16,16
