Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
csr_serial,0.004393,0.010235,0.014629,3072,100,1,1,-1,1024,1024,8192,0,0
csr_omp -t 1024x8,0.002622,0.017198,0.019820,3072,100,1,1,1,1024,1024,8192,0,0
csr_omp -t 1024x8,0.001614,0.012750,0.014365,3072,100,1,1,2,1024,1024,8192,0,0
csr_omp -t 1024x8,0.001355,0.010201,0.011556,3072,100,1,1,4,1024,1024,8192,0,0
csr_omp -t 1024x8,0.001225,0.012828,0.014053,3072,100,1,1,8,1024,1024,8192,0,0
csr_omp -t 1024x8,0.001528,0.011658,0.013186,3072,100,1,1,16,1024,1024,8192,0,0
csr_omp -t 1024x8,0.002696,0.017807,0.020503,3072,100,1,1,32,1024,1024,8192,0,0
bcsr_serial 1 x 1,0.004804,0.045685,0.050489,28672,100,1,1,-1,1024,1024,8192,0,0
bcsr_serial 2 x 2,0.019440,0.043477,0.062917,28672,100,2,2,-1,1024,1024,8192,0,0
bcsr_serial 4 x 4,0.070089,0.044087,0.114175,28672,100,4,4,-1,1024,1024,8192,0,0
bcsr_serial 8 x 8,0.225911,0.055907,0.281818,28672,100,8,8,-1,1024,1024,8192,0,0
bcsr_serial 16 x 16,0.493414,0.060176,0.553590,28672,100,16,16,-1,1024,1024,8192,0,0
bcsr_serial 32 x 32,0.561690,0.053125,0.614816,28672,100,32,32,-1,1024,1024,8192,0,0
bcsr_omp 1 x 1 -t 1,0.001709,0.042069,0.043778,27648,100,1,1,1,1024,1024,8192,0,0
bcsr_omp 1 x 1 -t 2,0.000934,0.038298,0.039232,27648,100,1,1,2,1024,1024,8192,0,0
bcsr_omp 1 x 1 -t 4,0.000613,0.038171,0.038784,27648,100,1,1,4,1024,1024,8192,0,0
bcsr_omp 1 x 1 -t 8,0.000554,0.040165,0.040719,27648,100,1,1,8,1024,1024,8192,0,0
bcsr_omp 1 x 1 -t 16,0.000725,0.041350,0.042074,27648,100,1,1,16,1024,1024,8192,0,0
bcsr_omp 1 x 1 -t 32,0.001176,0.044654,0.045831,27648,100,1,1,32,1024,1024,8192,0,0
bcsr_omp 2 x 2 -t 1,0.005397,0.041125,0.046522,27648,100,2,2,1,1024,1024,8192,0,0
bcsr_omp 2 x 2 -t 2,0.002751,0.038880,0.041631,27648,100,2,2,2,1024,1024,8192,0,0
bcsr_omp 2 x 2 -t 4,0.001694,0.043251,0.044945,27648,100,2,2,4,1024,1024,8192,0,0
bcsr_omp 2 x 2 -t 8,0.001498,0.044410,0.045908,27648,100,2,2,8,1024,1024,8192,0,0
bcsr_omp 2 x 2 -t 16,0.001606,0.042176,0.043782,27648,100,2,2,16,1024,1024,8192,0,0
bcsr_omp 2 x 2 -t 32,0.001606,0.043578,0.045184,27648,100,2,2,32,1024,1024,8192,0,0
bcsr_omp 4 x 4 -t 1,0.018200,0.046483,0.064683,27648,100,4,4,1,1024,1024,8192,0,0
bcsr_omp 4 x 4 -t 2,0.010163,0.044478,0.054642,27648,100,4,4,2,1024,1024,8192,0,0
bcsr_omp 4 x 4 -t 4,0.006177,0.042895,0.049072,27648,100,4,4,4,1024,1024,8192,0,0
bcsr_omp 4 x 4 -t 8,0.005715,0.047607,0.053322,27648,100,4,4,8,1024,1024,8192,0,0
bcsr_omp 4 x 4 -t 16,0.005364,0.047616,0.052980,27648,100,4,4,16,1024,1024,8192,0,0
bcsr_omp 4 x 4 -t 32,0.005048,0.050701,0.055749,27648,100,4,4,32,1024,1024,8192,0,0
bcsr_omp 8 x 8 -t 1,0.055619,0.054607,0.110226,27648,100,8,8,1,1024,1024,8192,0,0
bcsr_omp 8 x 8 -t 2,0.030570,0.052589,0.083159,27648,100,8,8,2,1024,1024,8192,0,0
bcsr_omp 8 x 8 -t 4,0.018179,0.045852,0.064031,27648,100,8,8,4,1024,1024,8192,0,0
bcsr_omp 8 x 8 -t 8,0.018346,0.046168,0.064514,27648,100,8,8,8,1024,1024,8192,0,0
bcsr_omp 8 x 8 -t 16,0.017199,0.046539,0.063738,27648,100,8,8,16,1024,1024,8192,0,0
bcsr_omp 8 x 8 -t 32,0.015269,0.046149,0.061418,27648,100,8,8,32,1024,1024,8192,0,0
bcsr_omp 16 x 16 -t 1,0.114744,0.054796,0.169540,27648,100,16,16,1,1024,1024,8192,0,0
bcsr_omp 16 x 16 -t 2,0.065912,0.051193,0.117105,27648,100,16,16,2,1024,1024,8192,0,0
bcsr_omp 16 x 16 -t 4,0.040661,0.051777,0.092438,27648,100,16,16,4,1024,1024,8192,0,0
bcsr_omp 16 x 16 -t 8,0.039997,0.052876,0.092873,27648,100,16,16,8,1024,1024,8192,0,0
bcsr_omp 16 x 16 -t 16,0.035630,0.055238,0.090868,27648,100,16,16,16,1024,1024,8192,0,0
bcsr_omp 16 x 16 -t 32,0.033896,0.055554,0.089450,27648,100,16,16,32,1024,1024,8192,0,0
bcsr_omp 32 x 32 -t 1,0.130287,0.050517,0.180804,27648,100,32,32,1,1024,1024,8192,0,0
bcsr_omp 32 x 32 -t 2,0.073518,0.056082,0.129600,27648,100,32,32,2,1024,1024,8192,0,0
bcsr_omp 32 x 32 -t 4,0.045042,0.058086,0.103128,27648,100,32,32,4,1024,1024,8192,0,0
bcsr_omp 32 x 32 -t 8,0.045392,0.049767,0.095160,27648,100,32,32,8,1024,1024,8192,0,0
bcsr_omp 32 x 32 -t 16,0.040186,0.050584,0.090770,27648,100,32,32,16,1024,1024,8192,0,0
bcsr_omp 32 x 32 -t 32,0.038375,0.049962,0.088337,27648,100,32,32,32,1024,1024,8192,0,0
