Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
csr_serial,0.004393,0.010235,0.014629,3072,100,1,1,-1,1024,1024,8192,0,0
csr_omp -t 1024x8,0.002622,0.017198,0.019820,3072,100,1,1,1,1024,1024,8192,0,0
csr_omp -t 1024x8,0.001614,0.012750,0.014365,3072,100,1,1,2,1024,1024,8192,0,0
csr_omp -t 1024x8,0.001355,0.010201,0.011556,3072,100,1,1,4,1024,1024,8192,0,0
csr_omp -t 1024x8,0.001225,0.012828,0.014053,3072,100,1,1,8,1024,1024,8192,0,0
csr_omp -t 1024x8,0.001528,0.011658,0.013186,3072,100,1,1,16,1024,1024,8192,0,0
csr_omp -t 1024x8,0.002696,0.017807,0.020503,3072,100,1,1,32,1024,1024,8192,0,0
ell_serial,0.004305,0.018833,0.023138,3072,100,1,1,-1,1024,1024,8192,8,8
ell_omp -t 1,0.002493,0.011350,0.013843,3072,100,1,1,1,1024,1024,8192,8,8
ell_omp -t 2,0.001625,0.014967,0.016591,3072,100,1,1,2,1024,1024,8192,8,8
ell_omp -t 4,0.001162,0.011284,0.012446,3072,100,1,1,4,1024,1024,8192,8,8
ell_omp -t 8,0.001378,0.013446,0.014824,3072,100,1,1,8,1024,1024,8192,8,8
ell_omp -t 16,0.001406,0.010762,0.012168,3072,100,1,1,16,1024,1024,8192,8,8
ell_omp -t 32,0.001745,0.013511,0.015255,3072,100,1,1,32,1024,1024,8192,8,8
