Name,Avg Run Time (s),Format Time (s),Total Time (s),GFLOPS,Verification,Iters,Block Row,Block Col,Threads,FOP Count,Rows,Cols,NNZ,Max Cols,Avg Cols,Variance,Std Deviation
csr_omp -t 1024x32,0.018873,0.034415,0.053288,3.555818,1024,1,1,1,1,67108864,1024,1024,32768,32,32,0,0
csr_omp -t 1024x32,0.013408,0.026562,0.039970,5.005156,1024,1,1,1,2,67108864,1024,1024,32768,32,32,0,0
csr_omp -t 1024x32,0.011095,0.034910,0.046005,6.048543,1024,1,1,1,4,67108864,1024,1024,32768,32,32,0,0
csr_omp -t 1024x32,0.007979,0.034840,0.042819,8.410774,1024,1,1,1,8,67108864,1024,1024,32768,32,32,0,0
csr_omp -t 1024x32,0.006577,0.028241,0.034818,10.203544,1024,1,1,1,16,67108864,1024,1024,32768,32,32,0,0
csr_omp -t 1024x32,0.011692,0.021347,0.033039,5.739702,1024,1,1,1,32,67108864,1024,1024,32768,32,32,0,0
csr_omp_gpu,0.103919,0.023167,0.127086,0.645780,1024,1,1,1,-1,67108864,1024,1024,32768,32,32,0,0
ell_omp -t 1,0.022553,0.031231,0.053784,2.975580,1024,1,1,1,1,67108864,1024,1024,32768,32,32,0,0
ell_omp -t 2,0.013167,0.028995,0.042162,5.096784,1024,1,1,1,2,67108864,1024,1024,32768,32,32,0,0
ell_omp -t 4,0.011503,0.023355,0.034858,5.834041,1024,1,1,1,4,67108864,1024,1024,32768,32,32,0,0
ell_omp -t 8,0.006944,0.039188,0.046132,9.664377,1024,1,1,1,8,67108864,1024,1024,32768,32,32,0,0
ell_omp -t 16,0.006328,0.032690,0.039018,10.604889,1024,1,1,1,16,67108864,1024,1024,32768,32,32,0,0
ell_omp -t 32,0.014552,0.032608,0.047160,4.611622,1024,1,1,1,32,67108864,1024,1024,32768,32,32,0,0
ell_omp_gpu,0.105846,0.025698,0.131544,0.634024,1024,1,1,1,-1,67108864,1024,1024,32768,32,32,0,0
