Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
csr_omp -t 1024x512,0.160828,0.168053,0.328881,0,100,1,1,1,1024,1024,524288,0,0
csr_omp -t 1024x512,0.080742,0.180049,0.260791,0,100,1,1,2,1024,1024,524288,0,0
csr_omp -t 1024x512,0.039677,0.172342,0.212019,0,100,1,1,4,1024,1024,524288,0,0
csr_omp -t 1024x512,0.038211,0.166695,0.204906,0,100,1,1,8,1024,1024,524288,0,0
csr_omp -t 1024x512,0.037950,0.171030,0.208980,0,100,1,1,16,1024,1024,524288,0,0
csr_omp -t 1024x512,0.035608,0.179911,0.215519,0,100,1,1,32,1024,1024,524288,0,0
ell_omp -t 1,0.161763,0.214427,0.376190,0,100,1,1,1,1024,1024,524288,512,512
ell_omp -t 2,0.081177,0.228654,0.309831,0,100,1,1,2,1024,1024,524288,512,512
ell_omp -t 4,0.040210,0.222464,0.262674,0,100,1,1,4,1024,1024,524288,512,512
ell_omp -t 8,0.038260,0.212408,0.250668,0,100,1,1,8,1024,1024,524288,512,512
ell_omp -t 16,0.037465,0.210640,0.248105,0,100,1,1,16,1024,1024,524288,512,512
ell_omp -t 32,0.036081,0.213959,0.250040,0,100,1,1,32,1024,1024,524288,512,512
