Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
csr_serial,0.221216,0.119665,0.340881,0,100,1,1,-1,1024,1024,524288,0,0
csr_omp -t 1024x512,0.100657,0.125106,0.225762,0,100,1,1,1,1024,1024,524288,0,0
csr_omp -t 1024x512,0.056465,0.130247,0.186712,0,100,1,1,2,1024,1024,524288,0,0
csr_omp -t 1024x512,0.035554,0.139062,0.174616,0,100,1,1,4,1024,1024,524288,0,0
csr_omp -t 1024x512,0.039026,0.124299,0.163325,0,100,1,1,8,1024,1024,524288,0,0
csr_omp -t 1024x512,0.034900,0.124344,0.159244,0,100,1,1,16,1024,1024,524288,0,0
csr_omp -t 1024x512,0.033640,0.130670,0.164310,0,100,1,1,32,1024,1024,524288,0,0
ell_serial,0.222450,0.139071,0.361521,0,100,1,1,-1,1024,1024,524288,512,512
ell_omp -t 1,0.097645,0.143688,0.241334,0,100,1,1,1,1024,1024,524288,512,512
ell_omp -t 2,0.056931,0.152127,0.209058,0,100,1,1,2,1024,1024,524288,512,512
ell_omp -t 4,0.035996,0.144032,0.180028,0,100,1,1,4,1024,1024,524288,512,512
ell_omp -t 8,0.038938,0.143218,0.182156,0,100,1,1,8,1024,1024,524288,512,512
ell_omp -t 16,0.034952,0.154732,0.189684,0,100,1,1,16,1024,1024,524288,512,512
ell_omp -t 32,0.033429,0.143059,0.176488,0,100,1,1,32,1024,1024,524288,512,512
