Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
csr_serial,0.150634,0.171825,0.322459,0,100,1,1,-1,1024,1024,524288,0,0
csr_omp -t 1024x512,0.160828,0.168053,0.328881,0,100,1,1,1,1024,1024,524288,0,0
csr_omp -t 1024x512,0.080742,0.180049,0.260791,0,100,1,1,2,1024,1024,524288,0,0
csr_omp -t 1024x512,0.039677,0.172342,0.212019,0,100,1,1,4,1024,1024,524288,0,0
csr_omp -t 1024x512,0.038211,0.166695,0.204906,0,100,1,1,8,1024,1024,524288,0,0
csr_omp -t 1024x512,0.037950,0.171030,0.208980,0,100,1,1,16,1024,1024,524288,0,0
csr_omp -t 1024x512,0.035608,0.179911,0.215519,0,100,1,1,32,1024,1024,524288,0,0
bcsr_serial 1 x 1,0.067384,0.534138,0.601522,1048576,100,1,1,-1,1024,1024,524288,0,0
bcsr_serial 2 x 2,0.147824,0.551140,0.698964,1048576,100,2,2,-1,1024,1024,524288,0,0
bcsr_serial 4 x 4,0.168641,0.482202,0.650843,1048576,100,4,4,-1,1024,1024,524288,0,0
bcsr_serial 8 x 8,0.169414,0.459284,0.628698,1048576,100,8,8,-1,1024,1024,524288,0,0
bcsr_serial 16 x 16,0.170299,0.442588,0.612887,1048576,100,16,16,-1,1024,1024,524288,0,0
bcsr_serial 32 x 32,0.169240,0.445626,0.614866,1048576,100,32,32,-1,1024,1024,524288,0,0
bcsr_omp 1 x 1 -t 1,0.073441,0.549208,0.622649,1048576,100,1,1,1,1024,1024,524288,0,0
bcsr_omp 1 x 1 -t 2,0.037042,0.527713,0.564755,1048576,100,1,1,2,1024,1024,524288,0,0
bcsr_omp 1 x 1 -t 4,0.018744,0.537436,0.556180,1048576,100,1,1,4,1024,1024,524288,0,0
bcsr_omp 1 x 1 -t 8,0.015686,0.544104,0.559790,1048576,100,1,1,8,1024,1024,524288,0,0
bcsr_omp 1 x 1 -t 16,0.017335,0.529906,0.547241,1048576,100,1,1,16,1024,1024,524288,0,0
bcsr_omp 1 x 1 -t 32,0.015921,0.523972,0.539893,1048576,100,1,1,32,1024,1024,524288,0,0
bcsr_omp 2 x 2 -t 1,0.160639,0.540112,0.700751,1048576,100,2,2,1,1024,1024,524288,0,0
bcsr_omp 2 x 2 -t 2,0.080824,0.552384,0.633208,1048576,100,2,2,2,1024,1024,524288,0,0
bcsr_omp 2 x 2 -t 4,0.041145,0.553003,0.594148,1048576,100,2,2,4,1024,1024,524288,0,0
bcsr_omp 2 x 2 -t 8,0.034109,0.550765,0.584873,1048576,100,2,2,8,1024,1024,524288,0,0
bcsr_omp 2 x 2 -t 16,0.038819,0.558662,0.597481,1048576,100,2,2,16,1024,1024,524288,0,0
bcsr_omp 2 x 2 -t 32,0.033065,0.551495,0.584560,1048576,100,2,2,32,1024,1024,524288,0,0
bcsr_omp 4 x 4 -t 1,0.185646,0.484700,0.670346,1048576,100,4,4,1,1024,1024,524288,0,0
bcsr_omp 4 x 4 -t 2,0.095382,0.506215,0.601597,1048576,100,4,4,2,1024,1024,524288,0,0
bcsr_omp 4 x 4 -t 4,0.047104,0.486824,0.533928,1048576,100,4,4,4,1024,1024,524288,0,0
