Name,Avg Run Time (s),Format Time (s),Total Time (s),GFLOPS,Verification,Iters,Block Row,Block Col,Threads,FOP Count,Rows,Cols,NNZ,Max Cols,Avg Cols,Variance,Std Deviation
coo_serial,36.236508,14.613974,50.850482,4.403004,0,1,1,1,-1,159549504894,36417,36417,2190591,184,60,753,27
coo_omp -t pdb1HYS,10.182777,14.705159,24.887936,15.668565,0,1,1,1,1,159549504894,36417,36417,2190591,184,60,753,27
coo_omp -t pdb1HYS,10.379488,15.034132,25.413620,15.371616,0,1,1,1,2,159549504894,36417,36417,2190591,184,60,753,27
coo_omp -t pdb1HYS,10.338536,14.990628,25.329164,15.432505,0,1,1,1,4,159549504894,36417,36417,2190591,184,60,753,27
coo_omp -t pdb1HYS,10.407514,15.036044,25.443558,15.330222,0,1,1,1,8,159549504894,36417,36417,2190591,184,60,753,27
coo_omp -t pdb1HYS,10.540881,15.010903,25.551784,15.136259,0,1,1,1,16,159549504894,36417,36417,2190591,184,60,753,27
coo_omp -t pdb1HYS,10.419845,15.008117,25.427962,15.312080,0,1,1,1,32,159549504894,36417,36417,2190591,184,60,753,27
coo_omp_gpu,13.502629,15.000388,28.503017,11.816181,1322418049,1,1,1,-1,159549504894,36417,36417,2190591,184,60,753,27
csr_serial,36.224835,14.599123,50.823958,4.404423,0,1,1,1,-1,159549504894,36417,36417,2190591,184,60,753,27
csr_omp -t pdb1HYS,39.116315,14.761388,53.877703,4.078848,0,1,1,1,1,159549504894,36417,36417,2190591,184,60,753,27
csr_omp -t pdb1HYS,26.678675,14.739474,41.418149,5.980413,0,1,1,1,2,159549504894,36417,36417,2190591,184,60,753,27
csr_omp -t pdb1HYS,16.612262,14.908052,31.520314,9.604321,0,1,1,1,4,159549504894,36417,36417,2190591,184,60,753,27
csr_omp -t pdb1HYS,11.157778,14.928057,26.085835,14.299398,0,1,1,1,8,159549504894,36417,36417,2190591,184,60,753,27
csr_omp -t pdb1HYS,9.593095,14.934160,24.527255,16.631703,0,1,1,1,16,159549504894,36417,36417,2190591,184,60,753,27
csr_omp -t pdb1HYS,10.700319,14.959046,25.659365,14.910724,0,1,1,1,32,159549504894,36417,36417,2190591,184,60,753,27
csr_omp_gpu,63.357638,15.824740,79.182378,2.518236,0,1,1,1,-1,159549504894,36417,36417,2190591,184,60,753,27
ell_serial,142.473461,15.023808,157.497269,3.425486,0,1,1,1,-1,488040823152,36417,36417,2190591,184,60,753,27
ell_omp -t 1,152.001087,15.158631,167.159718,3.210772,0,1,1,1,1,488040823152,36417,36417,2190591,184,60,753,27
ell_omp -t 2,110.810057,15.159343,125.969400,4.404301,0,1,1,1,2,488040823152,36417,36417,2190591,184,60,753,27
ell_omp -t 4,55.251690,15.310061,70.561751,8.833048,0,1,1,1,4,488040823152,36417,36417,2190591,184,60,753,27
ell_omp -t 8,29.675939,15.386321,45.062260,16.445674,0,1,1,1,8,488040823152,36417,36417,2190591,184,60,753,27
ell_omp -t 16,18.887773,15.361824,34.249597,25.838982,0,1,1,1,16,488040823152,36417,36417,2190591,184,60,753,27
ell_omp -t 32,14.524097,16.332975,30.857072,33.602146,0,1,1,1,32,488040823152,36417,36417,2190591,184,60,753,27
ell_omp_gpu,198.102898,15.162937,213.265835,2.463572,0,1,1,1,-1,488040823152,36417,36417,2190591,184,60,753,27
bcsr_serial 1 x 1,13.201875,127.536776,140.738651,12.085367,0,1,1,1,-1,159549504894,36417,36417,2190591,184,60,753,27
bcsr_serial 2 x 2,15.276358,126.612419,141.888777,12.236779,0,1,2,2,-1,186933413712,36417,36417,2190591,184,60,753,27
bcsr_serial 4 x 4,19.843573,132.098550,151.942123,12.394702,0,1,4,4,-1,245955173952,36417,36417,2190591,184,60,753,27
bcsr_serial 8 x 8,26.938149,129.549053,156.487202,12.578793,0,1,8,8,-1,338849405568,36417,36417,2190591,184,60,753,27
bcsr_serial 16 x 16,38.848037,127.718393,166.566430,12.708861,0,1,16,16,-1,493714300416,36417,36417,2190591,184,60,753,27
bcsr_serial 32 x 32,60.230240,125.634649,185.864889,12.829839,0,1,32,32,-1,772744267776,36417,36417,2190591,184,60,753,27
bcsr_omp 1 x 1 -t 1,13.762634,126.915470,140.678104,11.592948,0,1,1,1,1,159549504894,36417,36417,2190591,184,60,753,27
bcsr_omp 1 x 1 -t 2,8.837930,126.634849,135.472779,18.052813,0,1,1,1,2,159549504894,36417,36417,2190591,184,60,753,27
bcsr_omp 1 x 1 -t 4,5.090087,126.824209,131.914296,31.345142,0,1,1,1,4,159549504894,36417,36417,2190591,184,60,753,27
bcsr_omp 1 x 1 -t 8,2.159685,126.009171,128.168856,73.876281,0,1,1,1,8,159549504894,36417,36417,2190591,184,60,753,27
bcsr_omp 1 x 1 -t 16,1.205908,127.124082,128.329990,132.306551,0,1,1,1,16,159549504894,36417,36417,2190591,184,60,753,27
bcsr_omp 1 x 1 -t 32,0.801002,126.303583,127.104585,199.187393,0,1,1,1,32,159549504894,36417,36417,2190591,184,60,753,27
bcsr_omp 2 x 2 -t 1,15.951771,127.175941,143.127712,11.718662,0,1,2,2,1,186933413712,36417,36417,2190591,184,60,753,27
bcsr_omp 2 x 2 -t 2,8.358444,125.828122,134.186566,22.364619,0,1,2,2,2,186933413712,36417,36417,2190591,184,60,753,27
bcsr_omp 2 x 2 -t 4,4.547266,131.218230,135.765496,41.108968,0,1,2,2,4,186933413712,36417,36417,2190591,184,60,753,27
bcsr_omp 2 x 2 -t 8,2.437731,125.790923,128.228654,76.683363,0,1,2,2,8,186933413712,36417,36417,2190591,184,60,753,27
bcsr_omp 2 x 2 -t 16,1.403813,126.774076,128.177889,133.161204,0,1,2,2,16,186933413712,36417,36417,2190591,184,60,753,27
bcsr_omp 2 x 2 -t 32,0.890716,126.422634,127.313350,209.868687,0,1,2,2,32,186933413712,36417,36417,2190591,184,60,753,27
bcsr_omp 4 x 4 -t 1,20.686462,132.536220,153.222682,11.889668,0,1,4,4,1,245955173952,36417,36417,2190591,184,60,753,27
bcsr_omp 4 x 4 -t 2,11.037853,133.762112,144.799965,22.282882,0,1,4,4,2,245955173952,36417,36417,2190591,184,60,753,27
bcsr_omp 4 x 4 -t 4,5.575993,133.678609,139.254602,44.109663,0,1,4,4,4,245955173952,36417,36417,2190591,184,60,753,27
bcsr_omp 4 x 4 -t 8,3.103247,132.569118,135.672365,79.257365,0,1,4,4,8,245955173952,36417,36417,2190591,184,60,753,27
bcsr_omp 4 x 4 -t 16,1.855717,133.119724,134.975441,132.539165,0,1,4,4,16,245955173952,36417,36417,2190591,184,60,753,27
bcsr_omp 4 x 4 -t 32,1.128798,132.667235,133.796033,217.891219,0,1,4,4,32,245955173952,36417,36417,2190591,184,60,753,27
bcsr_omp 8 x 8 -t 1,28.129970,130.671994,158.801964,12.045850,0,1,8,8,1,338849405568,36417,36417,2190591,184,60,753,27
bcsr_omp 8 x 8 -t 2,14.897773,128.582514,143.480287,22.744970,0,1,8,8,2,338849405568,36417,36417,2190591,184,60,753,27
bcsr_omp 8 x 8 -t 4,
