Name,Avg Run Time (s),Format Time (s),Total Time (s),Verification,Iters,Block Row,Block Col,Threads,Rows,Cols,NNZ,Max Cols,Avg Cols
csr_serial,0.016413,0.020675,0.037088,1024,100,1,1,-1,1024,1024,32768,0,0
csr_omp -t 1024x32,0.007455,0.016959,0.024414,1024,100,1,1,1,1024,1024,32768,0,0
csr_omp -t 1024x32,0.003937,0.021864,0.025801,1024,100,1,1,2,1024,1024,32768,0,0
csr_omp -t 1024x32,0.002665,0.015537,0.018202,1024,100,1,1,4,1024,1024,32768,0,0
csr_omp -t 1024x32,0.002591,0.019202,0.021793,1024,100,1,1,8,1024,1024,32768,0,0
csr_omp -t 1024x32,0.002530,0.014514,0.017044,1024,100,1,1,16,1024,1024,32768,0,0
csr_omp -t 1024x32,0.002327,0.024451,0.026778,1024,100,1,1,32,1024,1024,32768,0,0
bcsr_serial 1 x 1,0.017430,0.053804,0.071234,417792,100,1,1,-1,1024,1024,32768,0,0
bcsr_serial 2 x 2,0.064461,0.056644,0.121105,417792,100,2,2,-1,1024,1024,32768,0,0
bcsr_serial 4 x 4,0.213313,0.064828,0.278141,417792,100,4,4,-1,1024,1024,32768,0,0
bcsr_serial 8 x 8,0.461436,0.078432,0.539868,417792,100,8,8,-1,1024,1024,32768,0,0
bcsr_serial 16 x 16,0.534231,0.062503,0.596734,417792,100,16,16,-1,1024,1024,32768,0,0
bcsr_serial 32 x 32,0.529864,0.062782,0.592646,417792,100,32,32,-1,1024,1024,32768,0,0
bcsr_omp 1 x 1 -t 1,0.005002,0.057841,0.062842,417792,100,1,1,1,1024,1024,32768,0,0
bcsr_omp 1 x 1 -t 2,0.002555,0.058871,0.061426,417792,100,1,1,2,1024,1024,32768,0,0
bcsr_omp 1 x 1 -t 4,0.001521,0.049182,0.050703,417792,100,1,1,4,1024,1024,32768,0,0
bcsr_omp 1 x 1 -t 8,0.001418,0.057335,0.058753,417792,100,1,1,8,1024,1024,32768,0,0
bcsr_omp 1 x 1 -t 16,0.001429,0.052127,0.053556,417792,100,1,1,16,1024,1024,32768,0,0
bcsr_omp 1 x 1 -t 32,0.001447,0.056532,0.057979,417792,100,1,1,32,1024,1024,32768,0,0
bcsr_omp 2 x 2 -t 1,0.016231,0.055822,0.072052,417792,100,2,2,1,1024,1024,32768,0,0
bcsr_omp 2 x 2 -t 2,0.009217,0.053420,0.062637,417792,100,2,2,2,1024,1024,32768,0,0
bcsr_omp 2 x 2 -t 4,0.005512,0.057611,0.063123,417792,100,2,2,4,1024,1024,32768,0,0
bcsr_omp 2 x 2 -t 8,0.005405,0.054114,0.059519,417792,100,2,2,8,1024,1024,32768,0,0
bcsr_omp 2 x 2 -t 16,0.005355,0.055873,0.061228,417792,100,2,2,16,1024,1024,32768,0,0
bcsr_omp 2 x 2 -t 32,0.004657,0.057219,0.061876,417792,100,2,2,32,1024,1024,32768,0,0
bcsr_omp 4 x 4 -t 1,0.051950,0.065286,0.117236,417792,100,4,4,1,1024,1024,32768,0,0
bcsr_omp 4 x 4 -t 2,0.029473,0.069813,0.099286,417792,100,4,4,2,1024,1024,32768,0,0
bcsr_omp 4 x 4 -t 4,0.018051,0.067252,0.085303,417792,100,4,4,4,1024,1024,32768,0,0
bcsr_omp 4 x 4 -t 8,0.018483,0.064947,0.083430,417792,100,4,4,8,1024,1024,32768,0,0
bcsr_omp 4 x 4 -t 16,0.017240,0.060421,0.077661,417792,100,4,4,16,1024,1024,32768,0,0
bcsr_omp 4 x 4 -t 32,0.015351,0.063079,0.078430,417792,100,4,4,32,1024,1024,32768,0,0
bcsr_omp 8 x 8 -t 1,0.113652,0.067323,0.180975,417792,100,8,8,1,1024,1024,32768,0,0
bcsr_omp 8 x 8 -t 2,0.064428,0.077464,0.141892,417792,100,8,8,2,1024,1024,32768,0,0
bcsr_omp 8 x 8 -t 4,0.040307,0.067100,0.107407,417792,100,8,8,4,1024,1024,32768,0,0
bcsr_omp 8 x 8 -t 8,0.040024,0.069622,0.109646,417792,100,8,8,8,1024,1024,32768,0,0
bcsr_omp 8 x 8 -t 16,0.035319,0.070334,0.105653,417792,100,8,8,16,1024,1024,32768,0,0
bcsr_omp 8 x 8 -t 32,0.033698,0.067234,0.100932,417792,100,8,8,32,1024,1024,32768,0,0
bcsr_omp 16 x 16 -t 1,0.132399,0.061076,0.193475,417792,100,16,16,1,1024,1024,32768,0,0
