Name,Avg Run Time (s),Format Time (s),Total Time (s),GFLOPS,Verification,Iters,Block Row,Block Col,Threads,FOP Count,Rows,Cols,NNZ,Max Cols,Avg Cols,Variance,Std Deviation
csr_omp -t 1024x32,0.012610,0.026331,0.038941,5.641433,1024,10,1,1,1,67108864,1024,1024,32768,32,32,0,0
csr_omp -t 1024x32,0.008430,0.027874,0.036304,8.529636,1024,10,1,1,2,67108864,1024,1024,32768,32,32,0,0
csr_omp -t 1024x32,0.004512,0.026000,0.030512,16.753233,1024,10,1,1,4,67108864,1024,1024,32768,32,32,0,0
csr_omp -t 1024x32,0.002777,0.026445,0.029222,29.917833,1024,10,1,1,8,67108864,1024,1024,32768,32,32,0,0
csr_omp -t 1024x32,0.001800,0.026544,0.028344,52.237136,1024,10,1,1,16,67108864,1024,1024,32768,32,32,0,0
csr_omp -t 1024x32,0.002533,0.032734,0.035267,53.045189,1024,10,1,1,32,67108864,1024,1024,32768,32,32,0,0
csr_omp_gpu,0.032141,0.022917,0.055058,2.580959,1024,10,1,1,-1,67108864,1024,1024,32768,32,32,0,0
ell_omp -t 1,0.012499,0.028490,0.040989,5.666733,1024,10,1,1,1,67108864,1024,1024,32768,32,32,0,0
ell_omp -t 2,0.008451,0.027230,0.035681,8.481454,1024,10,1,1,2,67108864,1024,1024,32768,32,32,0,0
ell_omp -t 4,0.004621,0.027242,0.031862,16.314926,1024,10,1,1,4,67108864,1024,1024,32768,32,32,0,0
ell_omp -t 8,0.002811,0.027189,0.030000,29.422496,1024,10,1,1,8,67108864,1024,1024,32768,32,32,0,0
ell_omp -t 16,0.001833,0.029631,0.031464,49.967536,1024,10,1,1,16,67108864,1024,1024,32768,32,32,0,0
ell_omp -t 32,0.002912,0.023501,0.026414,38.888966,1024,10,1,1,32,67108864,1024,1024,32768,32,32,0,0
ell_omp_gpu,0.030346,0.025609,0.055955,2.771317,1024,10,1,1,-1,67108864,1024,1024,32768,32,32,0,0
