Name,Avg Run Time (s),Format Time (s),Total Time (s),GFLOPS,Verification,Iters,Block Row,Block Col,K-Bound,Threads,FOP Count,Rows,Cols,NNZ,Max Cols,Avg Cols,Variance,Std Deviation
bcsr_omp_O3,0.002040,9.247604,9.249644,2972.748037,0,10,1,1,16,8,4824433776,10974,10974,219812,108,20,79,8
bcsr_omp_collapse_O3,bcsr_omp_O3,0.001314,9.118666,9.119980,5709.972210,0,10,1,1,16,16,4824433776,10974,10974,219812,108,20,79,8
bcsr_omp_collapse_O3,bcsr_omp_O3,0.002850,9.121394,9.124244,6734.174343,0,10,1,1,16,32,4824433776,10974,10974,219812,108,20,79,8
bcsr_omp_collapse_O3,bcsr_omp_O3,0.002072,8.954143,8.956215,3461.424362,0,10,2,2,16,8,5745898608,10974,10974,219812,108,20,79,8
bcsr_omp_collapse_O3,bcsr_omp_O3,0.001396,9.035269,9.036666,6190.224112,0,10,2,2,16,16,5745898608,10974,10974,219812,108,20,79,8
bcsr_omp_collapse_O3,bcsr_omp_O3,0.002101,9.017630,9.019731,8800.800662,0,10,2,2,16,32,5745898608,10974,10974,219812,108,20,79,8
bcsr_omp_collapse_O3,bcsr_omp_O3,0.002521,9.266433,9.268954,4111.365754,0,10,4,4,16,8,8464553472,10974,10974,219812,108,20,79,8
bcsr_omp_collapse_O3,bcsr_omp_O3,0.001702,9.214897,9.216599,7217.577475,0,10,4,4,16,16,8464553472,10974,10974,219812,108,20,79,8
bcsr_omp_collapse_O3,bcsr_omp_O3,0.002283,9.175571,9.177854,10159.252899,0,10,4,4,16,32,8464553472,10974,10974,219812,108,20,79,8
bcsr_omp_collapse_O3,bcsr_omp_O3,0.003813,8.949780,8.953593,7415.684855,0,10,16,16,16,8,23744575488,10974,10974,219812,108,20,79,8
bcsr_omp_collapse_O3,bcsr_omp_O3,0.002362,8.908893,8.911255,13190.387842,0,10,16,16,16,16,23744575488,10974,10974,219812,108,20,79,8
bcsr_omp_collapse_O3,bcsr_omp_O3,0.002683,8.924811,8.927495,17296.673651,0,10,16,16,16,32,23744575488,10974,10974,219812,108,20,79,8
bcsr_omp_collapse_O3,
