Name,Avg Run Time (s),Format Time (s),Total Time (s),GFLOPS,Verification,Iters,Block Row,Block Col,K-Bound,Threads,FOP Count,Rows,Cols,NNZ,Max Cols,Avg Cols,Variance,Std Deviation
bcsr_omp_O3,0.114436,1276.735133,1276.849569,6574.212419,2387987,10,1,1,16,8,330148095408,121192,121192,1362087,24,11,45,6
bcsr_omp_collapse_O3,bcsr_omp_O3,0.036738,1286.729857,1286.766595,11158.368693,2387987,10,1,1,16,16,330148095408,121192,121192,1362087,24,11,45,6
bcsr_omp_collapse_O3,bcsr_omp_O3,0.070339,1271.432350,1271.502689,13736.605733,2387987,10,1,1,16,32,330148095408,121192,121192,1362087,24,11,45,6
bcsr_omp_collapse_O3,bcsr_omp_O3,0.073712,1217.778002,1217.851714,9279.765211,2387992,10,2,2,16,8,517739010752,121192,121192,1362087,24,11,45,6
bcsr_omp_collapse_O3,bcsr_omp_O3,0.045642,1237.864272,1237.909914,16099.320726,2387992,10,2,2,16,16,517739010752,121192,121192,1362087,24,11,45,6
bcsr_omp_collapse_O3,bcsr_omp_O3,0.097548,1231.734560,1231.832108,16097.823478,2387992,10,2,2,16,32,517739010752,121192,121192,1362087,24,11,45,6
bcsr_omp_collapse_O3,bcsr_omp_O3,0.112067,1258.074190,1258.186257,15017.407760,2387984,10,4,4,16,8,1402751831808,121192,121192,1362087,24,11,45,6
bcsr_omp_collapse_O3,bcsr_omp_O3,0.068075,1254.016267,1254.084342,24573.715818,2387984,10,4,4,16,16,1402751831808,121192,121192,1362087,24,11,45,6
bcsr_omp_collapse_O3,bcsr_omp_O3,0.071551,1261.588515,1261.660066,33757.543828,2387984,10,4,4,16,32,1402751831808,121192,121192,1362087,24,11,45,6
bcsr_omp_collapse_O3,bcsr_omp_O3,0.947483,1246.173759,1247.121242,27206.490500,2387983,10,16,16,16,8,13255061839872,121192,121192,1362087,24,11,45,6
bcsr_omp_collapse_O3,bcsr_omp_O3,0.592949,1229.462776,1230.055725,39834.515154,2387983,10,16,16,16,16,13255061839872,121192,121192,1362087,24,11,45,6
bcsr_omp_collapse_O3,bcsr_omp_O3,0.200367,1235.745334,1235.945701,75120.790017,2387983,10,16,16,16,32,13255061839872,121192,121192,1362087,24,11,45,6
bcsr_omp_collapse_O3,
